Course,URL,instructor,Price (full),Price (discount),Rank
Professional Accredited Yoga Teacher Training Diploma Course,www.udemy.com/course/professional-accredited-yoga-teacher-training-course/,"Dr Karen E Wells, Lisbeth Skovmand",€94.99,€11.99,Rating: 4.0 out of 54.0 - (607)
Yoga Nidra Facilitators Course: Teacher Training Program,www.udemy.com/course/yoga-nidra-facilitators-course-teacher-training-program/,Tripura Yoga,€44.99,€11.99,Rating: 4.5 out of 54.5 - (120)
Spirit Releasement Therapy - Psychic Energy & Entity Healing,www.udemy.com/course/spirit-releasement-therapist-training/,Mark Beale,€99.99,€11.99,Rating: 4.8 out of 54.8 - (151)
Tai Chi Chen Style,www.udemy.com/course/tai-chi-chen-style/,SiFu Wong,€49.99,€12.50,Rating: 4.9 out of 54.9 - (122)
Coping Skills and Self-Care for Mental Health,www.udemy.com/course/coping-skills-and-self-care-for-mental-health/,Emma McAdam,€49.99,€11.99,Rating: 4.6 out of 54.6 - (42)
Learn SALSA in 5 Hours and Dance Your Way to Fun & Excitement!,www.udemy.com/course/learn-salsa-with-5-hours-of-instruction/,OnSean Zion AKA Seaon Stylist-Bristol,€29.99,€11.99,Rating: 4.4 out of 54.4 - (198)
Complete Pilates Mat Course: Beginner to Advanced Level,www.udemy.com/course/complete-pilates-mat-course-beginner-to-advanced-level/,Elif ATAY,€99.99,€11.99,Rating: 4.3 out of 54.3 - (158)
Purify and Activate your Psychic Channels,www.udemy.com/course/purify-and-activate-your-psychic-channels/,Demian Haye Magic Vibrations Healing,€59.99,€11.99,Rating: 4.8 out of 54.8 - (74)
Professional Cupping Therapy Massage Certificate Course,www.udemy.com/course/clinical-cupping-therapy-massage-for-pain-and-no-red-marks/,Mark Perren-Jones,€194.99,€11.99,Rating: 4.6 out of 54.6 - (182)
Poi Dancing: The Beginner Series,www.udemy.com/course/poi-dancing-beginners-series/,Nick Woolsey,€49.99,€11.99,Rating: 4.8 out of 54.8 - (885)
Learn 24 Yang Style Tai Chi,www.udemy.com/course/learn-24-yang-style-tai-chi/,Susan Thompson,€29.99,€11.99,Rating: 4.7 out of 54.7 - (162)
Internationally Accredited Diploma in Keto Dietary Advisor,www.udemy.com/course/internationally-accredited-diploma-in-keto-dietary-advisor/,"Akash Sehrawat, Fabulous Body, Teaching Assistant",€199.99,€12.99,Rating: 4.5 out of 54.5 - (165)
Advanced Close Combat Training: Scientific Self Defense,www.udemy.com/course/scientificselfdefense/,Chris Pizzo,€194.99,€13.99,Rating: 4.2 out of 54.2 - (298)
Feminine Intimate Massage for Better Sex & Intimacy,www.udemy.com/course/feminine-massage/,Liana .,€94.99,€12.99,Rating: 4.5 out of 54.5 - (198)
Vegan Nutrition: Build Your Plant Based Diet & Meal Plan,www.udemy.com/course/vegan-nutrition-build-your-plant-based-diet-meal-plan/,Felix Harder,€99.99,€13.99,Rating: 4.1 out of 54.1 - (172)
The Fundamentals of Cognitive Behavioural Therapy (CBT),www.udemy.com/course/cognitive-behavioural-therapy-cbt-online-course-an-introduction-to/,"Kain Ramsay, Achology Ltd",€124.99,€11.99,Rating: 4.4 out of 54.4 - (386)
Learn to dance with 'Colourform',www.udemy.com/course/colourform/,Nathan Short,€34.99,€10.99,Rating: 4.6 out of 54.6 - (52)
