Course,URL,instructor,Price (full),Price (discount),Rank,Instructor URL,Category 1,Category 2,Category 3,Enrollment,Language,Description,Last Update,Date Scraped
Angular 8 - The Complete Guide (2020 Edition),www.udemy.com/course/the-complete-guide-to-angular-2/,Maximilian Schwarzmüller,"₩209,000","₩13,200","Rating: 4.6 out of 54.6 - (104,617)","[(/user/maximilian-schwarzmuller/, Maximilian Schwarzmüller)]",Development,Web Development,Angular,"334,700",English,"Master Angular (formerly ""Angular 2"") and build awesome, reactive web apps with the successor of Angular.js",11/2019,01/27/20
JavaScript - The Complete Guide 2020 (Beginner + Advanced),www.udemy.com/course/javascript-the-complete-guide-2020-beginner-advanced/,"Academind by Maximilian Schwarzmüller, Maximilian Schwarzmüller","₩220,000","₩13,200","Rating: 4.7 out of 54.7 - (3,005)","[(/user/academind/, Academind by Maximilian Schwarzmüller), (/user/maximilian-schwarzmuller/, Maximilian Schwarzmüller)]",Development,Programming Languages,JavaScript,"22,925",English,Modern JavaScript from the beginning - all the way up to JS expert level! THE must-have JavaScript resource in 2020.,1/2020,01/27/20
Complete Python Developer in 2020: Zero to Mastery,www.udemy.com/course/complete-python-developer-zero-to-mastery/,Andrei Neagoie,"₩220,000","₩13,200","Rating: 4.6 out of 54.6 - (5,426)","[(/user/andrei-neagoie/, Andrei Neagoie)]",Development,Programming Languages,Python,"31,170",English,"How to become a Python 3 Developer and get hired! Build 12+ projects, learn Web Development, Machine Learning + more",1/2020,01/27/20
The Ultimate MySQL Bootcamp: Go from SQL Beginner to Expert,www.udemy.com/course/the-ultimate-mysql-bootcamp-go-from-sql-beginner-to-expert/,"Colt Steele, Ian Schoonover","₩198,000","₩13,200","Rating: 4.6 out of 54.6 - (32,376)","[(/user/coltsteele/, Colt Steele), (/user/ianschoonover/, Ian Schoonover)]",Development,Databases,MySQL,"156,112",English,Become an In-demand SQL Master by creating complex databases and building reports through real-world projects,1/2020,01/27/20
Docker Mastery: with Kubernetes +Swarm from a Docker Captain,www.udemy.com/course/docker-mastery/,"Bret Fisher, Docker Captain Program","₩220,000","₩13,200","Rating: 4.6 out of 54.6 - (30,089)","[(/user/bretfisher/, Bret Fisher), (/user/docker-captain/, Docker Captain Program)]",Development,Development Tools,Docker,"137,128",English,"Build, test, deploy containers with the best mega-course on Docker, Kubernetes, Compose, Swarm and Registry using DevOps",1/2020,01/27/20
Docker and Kubernetes: The Complete Guide,www.udemy.com/course/docker-and-kubernetes-the-complete-guide/,Stephen Grider,"₩110,000","₩13,200","Rating: 4.6 out of 54.6 - (21,222)","[(/user/sgslo/, Stephen Grider)]",Development,Development Tools,Docker,"103,798",English,"Build, test, and deploy Docker applications with Kubernetes while learning production-style development workflows",1/2020,01/27/20
Ultimate AWS Certified Developer Associate 2020 - NEW!,www.udemy.com/course/aws-certified-developer-associate-dva-c01/,Stephane Maarek | AWS Certified Solutions Architect & Developer,"₩220,000","₩13,200","Rating: 4.6 out of 54.6 - (13,430)","[(/user/stephane-maarek/, Stephane Maarek | AWS Certified Solutions Architect & Developer)]",Development,Software Engineering,AWS Certification,"71,758",English,Become an AWS Certified Developer! Learn all AWS Certified Developer Associate topics. PASS the Certified Developer Exam,1/2020,01/27/20
Learn Python Programming Masterclass,www.udemy.com/course/python-the-complete-python-developer-course/,"Tim Buchalka, Jean-Paul Roberts, Tim Buchalka's Learn Programming Academy","₩165,000","₩13,200","Rating: 4.5 out of 54.5 - (33,414)","[(/user/timbuchalka/, Tim Buchalka), (/user/jeanpaulroberts/, Jean-Paul Roberts), (/user/learn-programming-academy/, Tim Buchalka's Learn Programming Academy)]",Development,Programming Languages,Python,"154,355",English,This Python For Beginners Course Teaches You The Python Language Fast. Includes Python Online Training With Python 3,1/2020,01/27/20
Deep Learning A-Z™: Hands-On Artificial Neural Networks,www.udemy.com/course/deeplearning/,"Kirill Eremenko, Hadelin de Ponteves, SuperDataScience Team","₩220,000","₩13,200","Rating: 4.5 out of 54.5 - (26,850)","[(/user/kirilleremenko/, Kirill Eremenko), (/user/hadelin-de-ponteves/, Hadelin de Ponteves), (/user/superdatascience-team/, SuperDataScience Team)]",Development,Data Science,Deep Learning,"203,001", English,Learn to create Deep Learning Algorithms in Python from two Machine Learning & Data Science experts. Templates included.,1/2020,01/27/20
The Complete 2020 Flutter Development Bootcamp with Dart,www.udemy.com/course/flutter-bootcamp-with-dart/,Angela Yu,"₩220,000","₩13,200","Rating: 4.7 out of 54.7 - (7,912)","[(/user/4b4368a3-b5c8-4529-aa65-2056ec31f37e/, Angela Yu)]",Development,Mobile Apps,Google Flutter,"32,793",English,Officially created in collaboration with the Google Flutter team.,1/2020,01/27/20
Learn Flutter & Dart to Build iOS & Android Apps [2020],www.udemy.com/course/learn-flutter-dart-to-build-ios-android-apps/,"Academind by Maximilian Schwarzmüller, Maximilian Schwarzmüller","₩220,000","₩13,200","Rating: 4.6 out of 54.6 - (15,275)","[(/user/academind/, Academind by Maximilian Schwarzmüller), (/user/maximilian-schwarzmuller/, Maximilian Schwarzmüller)]",Development,Mobile Apps,Dart Programming Language,"59,995",English,A Complete Guide to the Flutter SDK & Flutter Framework for building native iOS and Android apps,12/2019,01/27/20
The Modern Javascript Bootcamp Course (2020),www.udemy.com/course/javascript-beginners-complete-tutorial/,"Colt Steele, Stephen Grider","₩220,000","₩13,200","Rating: 4.7 out of 54.7 - (1,591)","[(/user/coltsteele/, Colt Steele), (/user/sgslo/, Stephen Grider)]",Development,Programming Languages,JavaScript,"14,333",English,The most up-to-date JS resource online! Master Javascript by building a beautiful portfolio of projects!,12/2019,01/27/20
Beginning C++ Programming - From Beginner to Beyond,www.udemy.com/course/beginning-c-plus-plus-programming/,"Tim Buchalka's Learn Programming Academy, Frank J. Mitropoulos","₩165,000","₩13,200","Rating: 4.5 out of 54.5 - (17,163)","[(/user/learn-programming-academy/, Tim Buchalka's Learn Programming Academy), (/user/frank-j-mitropoulos/, Frank J. Mitropoulos)]",Development,Programming Languages,C++,"68,511",English,"Obtain Modern C++ Object-Oriented Programming (OOP) and STL skills needed for game, system, and application development.",1/2020,01/27/20
The Complete Web Developer in 2020: Zero to Mastery,www.udemy.com/course/the-complete-web-developer-zero-to-mastery/,Andrei Neagoie,"₩220,000","₩13,200","Rating: 4.7 out of 54.7 - (29,419)","[(/user/andrei-neagoie/, Andrei Neagoie)]",Development,Web Development, ,"101,784",English,"Learn to code and become a Web Developer in 2020 with HTML, CSS, Javascript, React, Node.js, Machine Learning & more!",1/2020,01/27/20
Complete C# Unity Developer 2D: Learn to Code Making Games,www.udemy.com/course/unitycourse/,"Ben Tristem, GameDev.tv Team, Rick Davidson","₩214,500","₩13,200","Rating: 4.7 out of 54.7 - (68,320)","[(/user/bentristem/, Ben Tristem), (/user/gamedevtv/, GameDev.tv Team), (/user/rick-davidson-5/, Rick Davidson)]",Development,Game Development,Unity,"331,188",English,"Game development & design. Learn Unity 2018 in C#. Your first 7 2D Unity games for web, Mac & PC. Includes Tilemap",1/2020,01/27/20
The Python Mega Course: Build 10 Real World Applications,www.udemy.com/course/the-python-mega-course/,Ardit Sulce,"₩220,000","₩13,200","Rating: 4.5 out of 54.5 - (31,859)","[(/user/adiune/, Ardit Sulce)]",Development,Programming Languages,Python,"155,566",English,A complete Python course for both beginners and intermediates! Master Python 3 by making 10 amazing Python apps.,1/2020,01/27/20
"Complete React Developer in 2020 (w/ Redux, Hooks, GraphQL)",www.udemy.com/course/complete-react-developer-zero-to-mastery/,"Andrei Neagoie, Yihua Zhang","₩220,000","₩13,200","Rating: 4.7 out of 54.7 - (4,713)","[(/user/andrei-neagoie/, Andrei Neagoie), (/user/yihua-zhang-5/, Yihua Zhang)]",Development,Web Development,React,"27,989",English,"Become a Senior React Developer! Build a massive E-commerce app with Redux, Hooks, GraphQL, ContextAPI, Stripe, Firebase",1/2020,01/27/20
The Complete Node.js Developer Course (3rd Edition),www.udemy.com/course/the-complete-nodejs-developer-course-2/,"Andrew Mead, Rob Percival","₩93,500","₩13,200","Rating: 4.7 out of 54.7 - (39,684)","[(/user/andrewmead/, Andrew Mead), (/user/robpercival/, Rob Percival)]",Development,Programming Languages,Node.Js,"162,183",English,"Learn Node.js by building real-world applications with Node, Express, MongoDB, Jest, and more!",1/2020,01/27/20
"NodeJS - The Complete Guide (incl. MVC, REST APIs, GraphQL)",www.udemy.com/course/nodejs-the-complete-guide/,"Academind by Maximilian Schwarzmüller, Maximilian Schwarzmüller","₩220,000","₩13,200","Rating: 4.7 out of 54.7 - (12,527)","[(/user/academind/, Academind by Maximilian Schwarzmüller), (/user/maximilian-schwarzmuller/, Maximilian Schwarzmüller)]",Development,Programming Languages,Express Framework,"62,561",English,"Master Node JS, build REST APIs with Node.js, GraphQL APIs, add Authentication, use MongoDB, SQL & much more!",11/2019,01/27/20
Build Responsive Real World Websites with HTML5 and CSS3,www.udemy.com/course/design-and-develop-a-killer-website-with-html5-and-css3/,Jonas Schmedtmann,"₩220,000","₩13,200","Rating: 4.6 out of 54.6 - (33,337)","[(/user/jonasschmedtmann/, Jonas Schmedtmann)]",Development,Web Development,CSS,"155,694",English,"The easiest way to learn modern web design, HTML5 and CSS3 step-by-step from scratch. Design AND code a huge project.",12/2019,01/27/20
Complete C# Unity Developer 3D: Learn to Code Making Games,www.udemy.com/course/unitycourse2/,"Ben Tristem, Rick Davidson, GameDev.tv Team","₩214,500","₩13,200","Rating: 4.6 out of 54.6 - (15,518)","[(/user/bentristem/, Ben Tristem), (/user/rick-davidson-5/, Rick Davidson), (/user/gamedevtv/, GameDev.tv Team)]",Development,Game Development,3D Game Development Courses | Learn Online,"92,826",English,"Game development & design. Learn C# using Unity Engine. Your first 3D Unity games for web, Mac & PC.",12/2019,01/27/20
React Native - The Practical Guide 2020,www.udemy.com/course/react-native-the-practical-guide/,"Academind by Maximilian Schwarzmüller, Maximilian Schwarzmüller","₩187,000","₩13,200","Rating: 4.7 out of 54.7 - (10,862)","[(/user/academind/, Academind by Maximilian Schwarzmüller), (/user/maximilian-schwarzmuller/, Maximilian Schwarzmüller)]",Development,Mobile Apps,React Native,"64,013",English,Use React Native and your React knowledge and take your web development skills to build native iOS and Android Apps,1/2020,01/27/20
"Advanced CSS and Sass: Flexbox, Grid, Animations and More!",www.udemy.com/course/advanced-css-and-sass/,Jonas Schmedtmann,"₩220,000","₩13,200","Rating: 4.8 out of 54.8 - (18,070)","[(/user/jonasschmedtmann/, Jonas Schmedtmann)]",Development,Web Development,CSS,"80,975",English,"The most advanced and modern CSS course on the internet: master flexbox, CSS Grid, responsive design, and so much more.",12/2019,01/27/20
The Complete Web Developer Course 2.0,www.udemy.com/course/the-complete-web-developer-course-2/,"Rob Percival, Codestars by Rob Percival","₩220,000","₩13,200","Rating: 4.5 out of 54.5 - (54,740)","[(/user/robpercival/, Rob Percival), (/user/codestars/, Codestars by Rob Percival)]",Development,Web Development, ,"245,649",English,"Learn Web Development by building 25 websites and mobile apps using HTML, CSS, Javascript, PHP, Python, MySQL & more!",10/2019,01/27/20
Unreal Engine C++ Developer: Learn C++ and Make Video Games,www.udemy.com/course/unrealcourse/,"Ben Tristem, GameDev.tv Team","₩220,000","₩13,200","Rating: 4.6 out of 54.6 - (38,775)","[(/user/bentristem/, Ben Tristem), (/user/gamedevtv/, GameDev.tv Team)]",Development,Game Development,Unreal Engine,"199,672",English,Created in collaboration with Epic Games. Learn C++ from basics while making your first 4 video games in Unreal,1/2020,01/27/20
Vue JS 2 - The Complete Guide (incl. Vue Router & Vuex),www.udemy.com/course/vuejs-2-the-complete-guide/,Maximilian Schwarzmüller,"₩209,000","₩13,200","Rating: 4.7 out of 54.7 - (33,384)","[(/user/maximilian-schwarzmuller/, Maximilian Schwarzmüller)]",Development,Web Development,Vue JS,"110,650",English,Vue.js is an awesome JavaScript Framework for building Frontend Applications! VueJS mixes the Best of Angular + React!,12/2019,01/27/20
Learning Python for Data Analysis and Visualization,www.udemy.com/course/learning-python-for-data-analysis-and-visualization/,Jose Portilla,"₩214,500","₩13,200","Rating: 4.3 out of 54.3 - (12,509)","[(/user/joseportilla/, Jose Portilla)]",Development,Programming Languages,Data Analysis,"138,566",English,"Learn python and how to use it to analyze,visualize and present data. Includes tons of sample code and hours of video!",9/2019,01/27/20
Spring & Hibernate for Beginners (includes Spring Boot),www.udemy.com/course/spring-hibernate-tutorial/,Chad Darby,"₩220,000","₩13,200","Rating: 4.6 out of 54.6 - (34,696)","[(/user/chaddarby2/, Chad Darby)]",Development,Programming Languages,Spring Framework,"114,251",English,"Spring 5: Learn Spring 5 Core, AOP, Spring MVC, Spring Security, Spring REST, Spring Boot 2, Thymeleaf, JPA & Hibernate",1/2020,01/27/20
Python and Django Full Stack Web Developer Bootcamp,www.udemy.com/course/python-and-django-full-stack-web-developer-bootcamp/,Jose Portilla,"₩220,000","₩13,200","Rating: 4.5 out of 54.5 - (24,267)","[(/user/joseportilla/, Jose Portilla)]",Development,Web Development,Django,"98,540",English,"Learn to build websites with HTML , CSS , Bootstrap , Javascript , jQuery , Python 3 , and Django!",9/2019,01/27/20
AWS Certified Solutions Architect Professional [Latest Exam],www.udemy.com/course/amazon-certified-solutions-architect-professional/,DolfinEd -,0,"₩110,000",Rating: 4.6 out of 54.6 - (833),"[(/user/wom-sherif/, DolfinEd -)]",IT & Software,IT Certification,AWS Certified Solutions Architect - Professional,"3,008",English,ACE the Amazon - AWS Certified Solutions Architect Professional New Exam using this Unique All-in-One Preparation Guide,1/2020,01/27/20
Automate the Boring Stuff with Python Programming,www.udemy.com/course/automate/,Al Sweigart,"₩55,000","₩13,200","Rating: 4.6 out of 54.6 - (39,046)","[(/user/al-sweigart/, Al Sweigart)]",Development,Programming Languages,Python,"351,226",English,"A practical programming course for office workers, academics, and administrators who want to improve their productivity.",1/2020,01/27/20
R Programming A-Z™: R For Data Science With Real Exercises!,www.udemy.com/course/r-programming/,"Kirill Eremenko, SuperDataScience Team","₩220,000","₩13,200","Rating: 4.6 out of 54.6 - (25,888)","[(/user/kirilleremenko/, Kirill Eremenko), (/user/superdatascience-team/, SuperDataScience Team)]",Development,Data Science,R,"116,803",English,"Learn Programming In R And R Studio. Data Analytics, Data Science, Statistical Analysis, Packages, Functions, GGPlot2",1/2020,01/27/20
Selenium WebDriver with Java -Basics to Advanced+Frameworks,www.udemy.com/course/selenium-real-time-examplesinterview-questions/,Rahul Shetty,"₩220,000","₩13,200","Rating: 4.6 out of 54.6 - (35,841)","[(/user/rahul445/, Rahul Shetty)]",Development,Software Testing,Java,"103,831",English,"""TOP RATED (BEST SELLER) #1 Master SELENIUM java course"" -3 Million students learning worldWide with great collaboration",1/2020,01/27/20
Data Structures & Algorithms !,www.udemy.com/course/learn-data-structure-algorithms-with-java-interview/,DS Guy,"₩165,000","₩13,200","Rating: 4.8 out of 54.8 - (33,833)","[(/user/ds-guy/, DS Guy)]",Development,Other,Java Algorithms,"82,926",English,Learn Data Structure & Algorithm from scratch (supported by Java Codes),5/2019,01/27/20
Master the Coding Interview: Data Structures + Algorithms,www.udemy.com/course/master-the-coding-interview-data-structures-algorithms/,Andrei Neagoie,"₩198,000","₩13,200","Rating: 4.7 out of 54.7 - (4,793)","[(/user/andrei-neagoie/, Andrei Neagoie)]",Development,Software Engineering,Interviewing Skills,"31,071",English,"Ultimate coding interview bootcamp. Get more job offers, negotiate a raise: Everything you need to get the job you want!",1/2020,01/27/20
Artificial Intelligence A-Z™: Learn How To Build An AI,www.udemy.com/course/artificial-intelligence-az/,"Hadelin de Ponteves, Kirill Eremenko, SuperDataScience Team, SuperDataScience Support","₩220,000","₩13,200","Rating: 4.3 out of 54.3 - (12,740)","[(/user/hadelin-de-ponteves/, Hadelin de Ponteves), (/user/kirilleremenko/, Kirill Eremenko), (/user/superdatascience-team/, SuperDataScience Team), (/user/superdatascience-support/, SuperDataScience Support)]",Development,Data Science,Artificial Intelligence,"114,021",English,"Combine the power of Data Science, Machine Learning and Deep Learning to create powerful AI for Real-World applications!",1/2020,01/27/20
Modern React with Redux [2020 Update],www.udemy.com/course/react-redux/,Stephen Grider,"₩198,000","₩13,200","Rating: 4.6 out of 54.6 - (52,394)","[(/user/sgslo/, Stephen Grider)]",Development,Web Development,React,"172,665",English,"Master React v16.6.3 and Redux with React Router, Webpack, and Create-React-App. Includes Hooks!",1/2020,01/27/20
"Machine Learning, Data Science and Deep Learning with Python",www.udemy.com/course/data-science-and-machine-learning-with-python-hands-on/,"Sundog Education by Frank Kane, Frank Kane","₩209,000","₩13,200","Rating: 4.5 out of 54.5 - (18,373)","[(/user/frankkane/, Sundog Education by Frank Kane), (/user/frank-kane-2/, Frank Kane)]",Development,Data Science,Machine Learning,"114,695",English,"Complete hands-on machine learning tutorial with data science, Tensorflow, artificial intelligence, and neural networks",12/2019,01/27/20
The Modern Python 3 Bootcamp,www.udemy.com/course/the-modern-python3-bootcamp/,Colt Steele,"₩220,000","₩13,200","Rating: 4.6 out of 54.6 - (14,596)","[(/user/coltsteele/, Colt Steele)]",Development,Programming Languages,Python,"57,646",English,A Unique Interactive Python Experience With Nearly 200 Exercises and Quizzes,7/2019,01/27/20
Understanding TypeScript - 2020 Edition,www.udemy.com/course/understanding-typescript/,Maximilian Schwarzmüller,"₩203,500","₩13,200","Rating: 4.7 out of 54.7 - (11,217)","[(/user/maximilian-schwarzmuller/, Maximilian Schwarzmüller)]",Development,Web Development,Typescript,"52,710",English,"Don't limit the Usage of TypeScript to Angular! Learn the Basics, its Features, Workflows and how to use it!",1/2020,01/27/20
Python for Financial Analysis and Algorithmic Trading,www.udemy.com/course/python-for-finance-and-trading-algorithms/,Jose Portilla,"₩214,500","₩13,200","Rating: 4.5 out of 54.5 - (9,428)","[(/user/joseportilla/, Jose Portilla)]",Development,Programming Languages,Finance Fundamentals,"67,944",English,"Learn numpy , pandas , matplotlib , quantopian , finance , and more for algorithmic trading with Python!",9/2019,01/27/20
Kubernetes Certified Application Developer (CKAD) with Tests,www.udemy.com/course/certified-kubernetes-application-developer/,"Mumshad Mannambeth, KodeKloud Training","₩220,000","₩13,200","Rating: 4.7 out of 54.7 - (3,076)","[(/user/mumshad-mannambeth/, Mumshad Mannambeth), (/user/kodekloud/, KodeKloud Training)]",Development,Software Engineering,Kubernetes,"24,508",English,Learn concepts and practice for the Kubernetes Certification with hands-on labs right in your browser - DevOps - CKAD,1/2020,01/27/20
C# Basics for Beginners: Learn C# Fundamentals by Coding,www.udemy.com/course/csharp-tutorial-for-beginners/,Mosh Hamedani,"₩198,000","₩13,200","Rating: 4.5 out of 54.5 - (30,420)","[(/user/moshfeghhamedani/, Mosh Hamedani)]",Development,Programming Languages,C#,"100,123",English,"Master C# fundamentals in 6 hours - The most popular course with 50,000+ students, packed with tips and exercises!",6/2018,01/27/20
"React, NodeJS, Express & MongoDB - The MERN Fullstack Guide",www.udemy.com/course/react-nodejs-express-mongodb-the-mern-fullstack-guide/,"Academind by Maximilian Schwarzmüller, Maximilian Schwarzmüller, Manuel Lorenz","₩176,000","₩13,200",Rating: 4.7 out of 54.7 - (796),"[(/user/academind/, Academind by Maximilian Schwarzmüller), (/user/maximilian-schwarzmuller/, Maximilian Schwarzmüller), (/user/manuel-lorenz/, Manuel Lorenz)]",Development,Web Development,MERN Stack,"7,407",English,"Build fullstack React.js applications with Node.js, Express.js & MongoDB (MERN) with this project-focused course.",11/2019,01/27/20
The Complete Android N Developer Course,www.udemy.com/course/complete-android-n-developer-course/,"Rob Percival, Marc Stock, Codestars by Rob Percival","₩220,000","₩13,200","Rating: 4.4 out of 54.4 - (23,854)","[(/user/robpercival/, Rob Percival), (/user/marcweinstock2/, Marc Stock), (/user/codestars/, Codestars by Rob Percival)]",Development,Mobile Apps,Android Development,"130,914",English,"Learn Android App Development with Android 7 Nougat by building real apps including Uber, Whatsapp and Instagram!",2/2019,01/27/20
The Complete React Native + Hooks Course [2020 Edition],www.udemy.com/course/the-complete-react-native-and-redux-course/,Stephen Grider,"₩104,500","₩13,200","Rating: 4.6 out of 54.6 - (28,743)","[(/user/sgslo/, Stephen Grider)]",Development,Mobile Apps,Redux Framework,"107,545",English,"Understand React Native with Hooks, Context, and React Navigation.",1/2020,01/27/20
Learn Python & Ethical Hacking From Scratch,www.udemy.com/course/learn-python-and-ethical-hacking-from-scratch/,Zaid Sabih,"₩214,500","₩13,200","Rating: 4.6 out of 54.6 - (6,564)","[(/user/zaidsabih/, Zaid Sabih)]",Development,Programming Languages,Python,"38,281",English,Start from 0 & learn both topics simultaneously from scratch by writing 20+ hacking programs,12/2019,01/27/20
The Complete Android Oreo Developer Course - Build 23 Apps!,www.udemy.com/course/the-complete-android-oreo-developer-course/,"Rob Percival, Nick Walter, Codestars by Rob Percival","₩220,000","₩13,200","Rating: 4.5 out of 54.5 - (7,517)","[(/user/robpercival/, Rob Percival), (/user/nicholaswalter2/, Nick Walter), (/user/codestars/, Codestars by Rob Percival)]",Development,Mobile Apps,Android Development,"38,645",English,"Learn Android O App Development using Java & Kotlin - build real apps including Super Mario Run, Whatsapp and Instagram!",6/2019,01/27/20
Scrum Certification Prep +Scrum Master+ Agile Scrum Training,www.udemy.com/course/scrum-certification/,Paul Ashun,"₩214,500","₩13,200","Rating: 4.4 out of 54.4 - (13,929)","[(/user/paulvii2/, Paul Ashun)]",Development,Software Engineering,Agile,"142,505",English,Overview of Scrum Agile project management+common questions+tips to pass PSM scrum org ONLINE Scrum Master Certification,11/2019,01/27/20
MongoDB - The Complete Developer's Guide 2020,www.udemy.com/course/mongodb-the-complete-developers-guide/,"Academind by Maximilian Schwarzmüller, Maximilian Schwarzmüller","₩181,500","₩13,200","Rating: 4.6 out of 54.6 - (5,472)","[(/user/academind/, Academind by Maximilian Schwarzmüller), (/user/maximilian-schwarzmuller/, Maximilian Schwarzmüller)]",Development,Databases,MongoDB,"38,008",English,"Master MongoDB Development for Web & Mobile Apps. CRUD Operations, Indexes, Aggregation Framework - All about MongoDB!",11/2019,01/27/20
Modern HTML & CSS From The Beginning (Including Sass),www.udemy.com/course/modern-html-css-from-the-beginning/,Brad Traversy,"₩165,000","₩13,200","Rating: 4.7 out of 54.7 - (6,602)","[(/user/brad-traversy/, Brad Traversy)]",Development,Web Development,CSS,"20,231",English,"Build modern responsive websites & UIs with HTML5, CSS3 & Sass! Learn Flex & CSS Grid",3/2019,01/27/20
Data Science A-Z™: Real-Life Data Science Exercises Included,www.udemy.com/course/datascience/,"Kirill Eremenko, SuperDataScience Team","₩220,000","₩13,200","Rating: 4.6 out of 54.6 - (22,601)","[(/user/kirilleremenko/, Kirill Eremenko), (/user/superdatascience-team/, SuperDataScience Team)]",Development,Data Science, ,"121,037",English,"Learn Data Science step by step through real Analytics examples. Data Mining, Modeling, Tableau Visualization and more!",1/2020,01/27/20
C Programming For Beginners - Master the C Language,www.udemy.com/course/c-programming-for-beginners-/,"Tim Buchalka's Learn Programming Academy, Jason Fedin","₩165,000","₩13,200","Rating: 4.4 out of 54.4 - (8,729)","[(/user/learn-programming-academy/, Tim Buchalka's Learn Programming Academy), (/user/jason-fedin/, Jason Fedin)]",Development,Programming Languages,C,"37,830",English,C Programming will increase career options. Become a better dev in other languages by learning C. Pointers explained,1/2020,01/27/20
