Course,URL,instructor,Price (full),Price (discount),Rank,Instructor URL,Category 1,Category 2,Category 3,Enrollment,Language,Description,Last Update,Date Scraped
The Complete Audio Guide for Video Editors,www.udemy.com/course/the-complete-audio-guide-for-video-editors/,Jason Brandel,"₩220,000","₩13,200",Rating: 4.3 out of 54.3 - (43),"[(/user/jason-brandel/, Jason Brandel)]",Development,Other,Video Editing,"1,417",English,Learn how to edit audio in Adobe Premiere Pro with in-depth tutorials.,6/2018,01/27/20
Complete Guide to Careers in Data Science - Interview Hacks,www.udemy.com/course/complete-guide-to-crack-a-data-science-interview/,Nizamuddin Siddiqui,"₩165,000","₩13,200",Rating: 4.3 out of 54.3 - (84),"[(/user/nizamuddin-siddiqui/, Nizamuddin Siddiqui)]",Development,Data Science, ,"10,274",English,An Amazing Interview Preparation guide that includes questions & answers for people with NO experience in Data Science,5/2019,01/27/20
iOS 12 & Swift 4: Build A Pokedex App,www.udemy.com/course/ios-12-swift-4-build-a-pokedex-app/,Stephan Dowless,"₩220,000","₩13,200",Rating: 4.6 out of 54.6 - (20),"[(/user/stephan-dowless/, Stephan Dowless)]",Development,Mobile Apps,iOS Development,80,English,Learn how to build a Pokedex App using the Model-View-Controller architecture!,2/2019,01/27/20
Develop a working AI for your Games in Unity ® & Blender!,www.udemy.com/course/develop-a-working-ai-for-your-games-in-unity-blender/,"Mammoth Interactive, John Bura","₩220,000","₩13,200",Rating: 4.0 out of 54.0 - (1),"[(/user/mammoth-interactive/, Mammoth Interactive), (/user/johnbura/, John Bura)]",Development,Game Development,Unity,32,English,Create awesome assets for your Games and Develop a working AI for said Games using Unity!,9/2019,01/27/20
Application Development with IBM WATSON,www.udemy.com/course/ibm-watson-exploring-services-application-development/,Harshit Srivastava,"₩38,500","₩13,200",Rating: 3.5 out of 53.5 - (83),"[(/user/6f61b5e2-a854-46c6-9650-3a8a385dac0d/, Harshit Srivastava)]",Development,Web Development,Artificial Intelligence,760,English,"Chatbot, Visual Analyser, Tone Analyser, Face Detection, Voice Detection and many more..",8/2018,01/27/20
SAP HR-HCM,www.udemy.com/course/sap-hr-hcm/,Henri Emmanuel,"₩82,500","₩13,200",Rating: 2.7 out of 52.7 - (19),"[(/user/kristian-aaksen/, Henri Emmanuel)]",Development,Other,SAP HCM,173,English,A complete training to define the HR Organizational Structure,12/2018,01/27/20
"Oracle Apps R12 Techno Functional Course Bundle (Tech, HRMS)",www.udemy.com/course/oracle-apps-techno-functional-technical-hrms/,koduru sridevi,0,"₩66,000",Rating: 5.0 out of 55.0 - (1),"[(/user/sridevik-2/, koduru sridevi)]",Development,Other,Oracle Administration,4,English,"Oracle Apps R12 Techno Functional Online Training Bundle (Oracle Apps R12 Technical, HRMS) with Live Meeting Support",11/2019,01/27/20
Pro data science in Python,www.udemy.com/course/pro-data-science-in-python/,Francisco Juretig,"₩55,000","₩13,200",Rating: 4.1 out of 54.1 - (34),"[(/user/francisco-juretig/, Francisco Juretig)]",Development,Data Science,Python,471,English,"Learn Keras, Deep Learning, Scikit-learn, Pandas and Statsmodels",4/2017,01/27/20
Progressive Deep Learning with Keras in Practice,www.udemy.com/course/progressive-deep-learning-with-keras-in-practice/,Packt Publishing,"₩220,000","₩13,200",Rating: 4.8 out of 54.8 - (3),"[(/user/packtpublishing/, Packt Publishing)]",Development,Data Science,Deep Learning,61,English,Deep learning with one of its most popular frameworks: Keras: Build cutting-edge Deep Learning models with ease!,3/2019,01/27/20
Linear Correlation and Regression Analysis |STATISTICS|,www.udemy.com/course/linear-correlation-and-regression-analysis-statistics/,Shilank Singh,"₩115,500","₩13,200",Rating: 3.4 out of 53.4 - (8),"[(/user/shilank-singh/, Shilank Singh)]",Development,Data Science,Regression Analysis,325,English,Course in Statistics with Worked Examples,11/2019,01/27/20
Let's Get Interactive with Storyline 3 / 360,www.udemy.com/course/lets-get-interactive-with-storyline-3-360/,Thor Melicher,"₩55,000","₩13,200",Rating: 4.2 out of 54.2 - (33),"[(/user/thor-melicher-2/, Thor Melicher)]",Development,Development Tools,Articulate Storyline,237,English,Create an eLearning Game to Learn How to Develop with Storyline,11/2019,01/27/20
Introduction to Theory of Computations,www.udemy.com/course/introduction-to-theory-of-computations/,Jithin Parakka,"₩22,000","₩13,200",Rating: 5.0 out of 55.0 - (1),"[(/user/jithin-p/, Jithin Parakka)]",Development,Other,Computational Thinking,31,English,"Design, Finite Automaton, Push-down Automaton & Turing Machine. Understand the language accepted by these machines.",1/2020,01/27/20
PHP Web Development with MySQL,www.udemy.com/course/web-development-with-php-mysql/,Ali Raza Sardar Ali,"₩220,000","₩13,200",Rating: 4.9 out of 54.9 - (7),"[(/user/ali-raza-140/, Ali Raza Sardar Ali)]",Development,Other,Web Development,57,English,Web Application Development with PHP & MySQL,1/2020,01/27/20
Supercharging Development With Atom Text Editor,www.udemy.com/course/atom-text-editor/,Dave E.,"₩22,000","₩13,200",Rating: 4.1 out of 54.1 - (93),"[(/user/dave-east/, Dave E.)]",Development,Web Development,Code Editor,907,English,"Learn Atom, A Hackable Text Editor By Github",8/2015,01/27/20
Automate Excel using Python - Xlwings | Series 1,www.udemy.com/course/automate-excel-using-python-xlwings-series-1/,Block.Hub Academy,€29.99,€11.99,Rating: 3.0 out of 53.0 - (10),"[(/user/blockhub/, Block.Hub Academy)]",Development,Software Engineering,Excel Macros,65,English,"Master yourself to automate Industry-level datasets in Excel with hands-on experience on ""2 Case Studies"" using Python",8/2019,01/27/20
Lightweight Kubernetes with K3s,www.udemy.com/course/lightweight-kubernetes-with-k3s/,Packt Publishing,€124.99,€11.99,Rating: 3.2 out of 53.2 - (2),"[(/user/packtpublishing/, Packt Publishing)]",Development,Software Engineering,Kubernetes,19,English,Deploy apps to Raspberry Pi devices using lightweight k3s,12/2019,01/27/20
JSON Crash Course for Beginners,www.udemy.com/course/json-crash-course-for-beginners-learn-json-in-one-hour/,Toshendra Sharma,€129.99,€11.99,Rating: 4.5 out of 54.5 - (128),"[(/user/toshendrasharma2/, Toshendra Sharma)]",Development,Web Development,JSON,"3,397",English,Quickly Learn basics of JSON & start writing the web applications which use JSON objects aggressively,1/2017,01/27/20
E Commerce Website Development In PHP With PDO,www.udemy.com/course/e-commerce-website-development-in-php-with-pdo/,Mr. Azaz Aiyub Patel,€59.99,€11.99,Rating: 4.2 out of 54.2 - (18),"[(/user/azaz-aiyub-patel-2/, Mr. Azaz Aiyub Patel)]",Development,Web Development,PDO,92,English,A-Z Guidelines With Full Practical To Develop An E commerce Website In PHP With PayPal And Cash On Delivery Method,5/2018,01/27/20
PHP OOP - Understand Object Oriented Programming in PHP,www.udemy.com/course/php-oop-tutorial/,Ryan Dhungel,€19.99,€11.99,Rating: 4.2 out of 54.2 - (345),"[(/user/e4938520-fe50-4d1b-b78d-4188406b14a9/, Ryan Dhungel)]",Development,Web Development,Object Oriented Programming,"11,168",English,Learn and understand PHP OOP so that you can start building amazing Web Apps with PHP frameworks such as LARAVEL,12/2019,01/27/20
Qlik Sense Widgets from Scratch,www.udemy.com/course/qliksense-widget/,Ajay Kakkar,€19.99,€11.99,Rating: 3.9 out of 53.9 - (10),"[(/user/ajay-kakkar/, Ajay Kakkar)]", Development,Other,Qlik Sense,65,English,Efficient & easy way of implementing widgets,12/2019,01/27/20
Master Data Visualization with Python and Matplotlib 3,www.udemy.com/course/master-data-visualization-with-python-and-matplotlib-3/,Packt Publishing,€199.99,€11.99,Rating: 4.3 out of 54.3 - (17),"[(/user/packtpublishing/, Packt Publishing)]",Development,Programming Languages,Python,65,English,Become a data visualizations expert with Python and Matplotlib 3 by learning effective data visualization recipes.,4/2019,01/27/20
Let's Create A Nodejs Desktop Chat Application(React/Socket),www.udemy.com/course/lets-create-a-nodejs-desktop-chat-application_react_socketio/,Islem Maboud,€29.99,€11.99,Rating: 2.8 out of 52.8 - (20),"[(/user/islempenywis/, Islem Maboud)]",Development,Web Development,React,215,English,"Build a Complete Chat App from scratch using Web Technologies (React, Electron, Socketio, MongoDB and RESTFUL APIs)",8/2018,01/27/20
Transaction Management in SQL Server and C#,www.udemy.com/course/transaction-management-in-sql-server/,Husam Nujaim,€99.99,€11.99,Rating: 4.3 out of 54.3 - (2),"[(/user/husam-nujaim/, Husam Nujaim)]",Development,Databases,SQL Server,76,English,Learn transaction control mechanisms to build database apps that ensure integrity and consistency in SQL Server and C#,9/2018,01/27/20
MongoDB for Beginners - Fast track,www.udemy.com/course/mongodb-for-beginners-fast-track/,Edwin Diaz,€99.99,€11.99,Rating: 4.2 out of 54.2 - (49),"[(/user/edwin166/, Edwin Diaz)]",Development,Web Development,MongoDB,"8,825",English,Learn to use MongoDB fast and easily with Edwin Diaz,11/2019,01/27/20
Advanced Design Patterns with React,www.udemy.com/course/advanced-design-patterns-with-react/,Packt Publishing,€124.99,€11.99,Rating: 3.8 out of 53.8 - (21),"[(/user/packtpublishing/, Packt Publishing)]",Development,Web Development,Design Pattern,181,English,Learn advanced React skills,10/2017,01/27/20
How To Create and Manage SQLite Databases From Scratch,www.udemy.com/course/how-to-create-and-manage-sqlite-databases-from-scratch/,"Meisam Mansourzadeh, Joe Parys",€199.99,€11.99,Rating: 4.1 out of 54.1 - (7),"[(/user/meisam-mansourzadeh/, Meisam Mansourzadeh), (/user/josephparys/, Joe Parys)]",Development,Databases,SQLite,"2,620",English,In our complete SQLite Databases course you will learn how to create and manage your own SQLite Database from scratch,11/2019,01/27/20
Python with Oracle Database,www.udemy.com/course/using-python-with-oracle-db/,Tarek Abulnaga,€49.99,€11.99,Rating: 3.1 out of 53.1 - (60),"[(/user/tarekabulnaga/, Tarek Abulnaga)]",Development,Programming Languages,Oracle Database,"1,356",English,Using Python with Oracle will make the processing performance much better and complex tasks will be done in few lines!!,9/2019,01/27/20
Text Mining and NLP using R and Python,www.udemy.com/course/text-analyticstext-mining-using-r/,ExcelR Solutions,€49.99,€11.99,Rating: 3.9 out of 53.9 - (129),"[(/user/5553b3eb96db8/, ExcelR Solutions)]",Development,Data Science,Text Mining,"1,523",English,Data Science Text Mining and NLP using R and Python,8/2018,01/27/20
Hands-On Server-Side Web Development with Koa.js,www.udemy.com/course/hands-on-server-side-web-development-with-koajs/,Packt Publishing,€124.99,€11.99,Rating: 4.8 out of 54.8 - (2),"[(/user/packtpublishing/, Packt Publishing)]",Development,Web Development,Koa Framework,18,English,Develop robust web applications by leveraging the power of the Koa.js and Node.js frameworks,11/2019,01/27/20
"WordPress WooCommerce Complete, Themes+Plugins Bundle",www.udemy.com/course/woocommerce-free/,Marc Beneteau,€19.99,€11.99,Rating: 4.4 out of 54.4 - (106),"[(/user/marcbeneteau2/, Marc Beneteau)]",Development,E-Commerce,WooCommerce,"9,873",English,"Put up a WooCommerce site in under 60 min., and also discover when it's best to use another type of cart",8/2019,01/27/20
LEARNING PATH: Shiny: Web Development with Shiny,www.udemy.com/course/learning-path-shiny-web-development-with-shiny/,Packt Publishing,"kr2,410",kr150,Rating: 3.5 out of 53.5 - (17),"[(/user/packtpublishing/, Packt Publishing)]",Development,Other,Shiny,123,English,Explore development with Shiny through practical examples,3/2018,01/27/20
Learn to write Clean Code in Java,www.udemy.com/course/learn-to-write-clean-code-in-java/,Stijn De Mulder,kr430,kr150,Rating: 4.2 out of 54.2 - (39),"[(/user/stijndemulder2/, Stijn De Mulder)]",Development,Programming Languages,Java,156,English,Write readable code in Java,8/2019,01/27/20
"OpenStreetMap: QGIS with OSM Plugin, OSM Map Download & Edit",www.udemy.com/course/openstreetmap/,MD. Shahriar Alam,"kr2,410",kr150,Rating: 4.6 out of 54.6 - (32),"[(/user/md-shahriar-alam/, MD. Shahriar Alam)]",Development,Other,Web Mapping,182,English,"Make yourself Zero to Hero in OpenStreetMap and Web Mapping by doing, playing & Enjoying in this course with Many Tricks",7/2019,01/27/20
Create Your Laravel Hotel App with Translations 4 Languages,www.udemy.com/course/hotel-app/,MillionCourses Learning Solutions,"kr2,410",kr150,Rating: 2.4 out of 52.4 - (5),"[(/user/millioncourses/, MillionCourses Learning Solutions)]",Development,Web Development,Web Frameworks,16,English,In this course we will Learn FrameWork Laravel 6 From the beginning to the end We will work with it using Laravel App,1/2020,01/27/20
Python 3.7 Beginner's Bootcamp 2020,www.udemy.com/course/learn-python-course/,Aeraaf Patel,"kr2,410",kr150,Rating: 4.3 out of 54.3 - (21),"[(/user/aeraaf-patel/, Aeraaf Patel)]",Development,Programming Languages,Python,"1,269",English,"Learn Python 3 from scratch, Alien Invasion Game Project in Python and Python 3 Assignments",11/2019,01/27/20
Make a Unity® Platform Game & Low Poly Characters in Blender,www.udemy.com/course/unitygamelowpolycharacters/,"Mammoth Interactive, John Bura","kr2,410",kr150,Rating: 4.7 out of 54.7 - (27),"[(/user/mammoth-interactive/, Mammoth Interactive), (/user/johnbura/, John Bura)]",Development,Game Development,Blender,402,English,Includes FREE book and access to 6 webinars! Beginner's guide to making a complete game in Unity® & 3D models in Blender,12/2017,01/27/20
Power BI Masterclass from Scratch in 60 minutes : 2020,www.udemy.com/course/power-bi-in-60-minutes/,Learn Anywhere,"kr2,410",kr150,Rating: 4.1 out of 54.1 - (210),"[(/user/learn-anywhere-2/, Learn Anywhere)]",Development,Other,Microsoft Power BI,"5,661",English,"Learn how to use Microsoft Power BI Desktop, Power BI Services, Power BI Mobile in 60 Minutes",10/2019,01/27/20
End to End Integration : Selenium - Maven - Git - Jenkins,www.udemy.com/course/selenium-maven-git-jenkins/,Testing World Infotech,kr370,kr150,Rating: 4.4 out of 54.4 - (146),"[(/user/technology-world/, Testing World Infotech)]",Development,Software Testing,Selenium Testing Framework,847,English,"Code Management using GIT, Build trigger using Jenkins",10/2019,01/27/20
Data Analysis with Python and Pandas,www.udemy.com/course/data-analysis-with-python-and-pandas/,Stone River eLearning,"kr1,210",kr150,Rating: 4.1 out of 54.1 - (98),"[(/user/marktrego/, Stone River eLearning)]",Development,Programming Languages,Python,"2,821",English,"data analysis with Python,Visualize datasets",2/2017,01/27/20
Front End Web Development - How and Why,www.udemy.com/course/front-end-web-development-how/,Paul Cheney,kr430,kr150,Rating: 4.6 out of 54.6 - (229),"[(/user/paulcheney/, Paul Cheney)]",Development,Web Development,Front End Web Development,980,English,Explaining the why and how of responsive web development using HTML5 and CSS3,11/2019,01/27/20
5 programming languages Front End & Back End Web Development,www.udemy.com/course/learn-html-css-php-mysql-jquery-javascript-ajax-programming-languages/,JobboJ Courses,"kr1,210",kr150,Rating: 4.2 out of 54.2 - (12),"[(/user/academycourse/, JobboJ Courses)]",Development,Programming Languages,Web Development,"1,293","English
 ","This course guides you from beginner to expert. Without knowledge bases, you'll become a master skilled Web Developer!",11/2017,01/27/20
Oracle D2K (Oracle Forms and Reports 10g) Online Training,www.udemy.com/course/oracle-d2k-oracle-forms-and-reports-training/,Koduru Sridevi,"kr1,750",kr438,Rating: 2.9 out of 52.9 - (18),"[(/user/sridevi-koduru/, Koduru Sridevi)]",Development,Other,Oracle Forms,79,English,Oracle D2K Forms and Reports Online Training | Oracle Forms and Reports 10g Tutorial with Live Meeting Support,11/2019,01/27/20
Google Apps Script - Project Exercise Spreadsheet web app,www.udemy.com/course/google-script-apps/,Laurence Svekis,"kr2,410",kr150,Rating: 3.9 out of 53.9 - (24),"[(/user/lars51/, Laurence Svekis)]",Development,Web Development,Google Script,"2,820",English,Learn the power of Google Script and see how you can connect Google Spreadsheet as a data source for a post board,11/2019,01/27/20
USB Interfacing with PIC Microcontroller,www.udemy.com/course/usb-interfacing-pic-microcontroller/,"Educational Engineering Team, Ashraf Said","kr2,410",kr150,Rating: 3.3 out of 53.3 - (12),"[(/user/educational-engineering-team/, Educational Engineering Team), (/user/ashraf-said-6/, Ashraf Said)]",Development,Other,PIC Microcontroller,74,English,This is a Step By Step Guide to USB Interfacing with PIC Microcontroller,3/2019,01/27/20
Writing Technical Design Document (Real Time Project Based),www.udemy.com/course/writing-technical-design-document-real-time-project-based/,Delta ERP Consulting,kr610,kr150,Rating: 3.5 out of 53.5 - (14),"[(/user/abdul-hanan-4/, Delta ERP Consulting)]",Development,Software Engineering,Writing,78,English,Writing Effective Technical Specification Document(TSD)/TD in Information Technology Based on Real Time Project Example,2/2019,01/27/20
Writing Secure PHP Code - PHP Security Tutorial,www.udemy.com/course/writing-secure-php-code/,Infinite Skills,kr610,kr150,Rating: 3.4 out of 53.4 - (144),"[(/user/infiniteskills/, Infinite Skills)]",Development,Programming Languages,PHP,"4,359",English,Create secure PHP code and prevent attacks and exploits in your code - This is an Essential course for all developers,1/2017,01/27/20
HTML and CSS Fundamentals For Absolute Beginners,www.udemy.com/course/html-and-css-fundamentals-for-absolute-beginners/,Islam Elgaeidy,"₩22,000","₩13,200",Rating: 4.8 out of 54.8 - (301),"[(/user/islam-ahmed-elgaedy/, Islam Elgaeidy)]",Development,Web Development,HTML,"5,850",English,Learn HTML and CSS Basics to have the necessary Knowledge that you must acquire before mastering Web Development.,12/2019,01/27/20
Code a Responsive Website Using HTML5 and CSS for Beginners,www.udemy.com/course/how-to-code-a-responsive-website-using-html5-and-css/,Paul Cheney,"₩55,000","₩13,200",Rating: 4.3 out of 54.3 - (406),"[(/user/paulcheney/, Paul Cheney)]",Development,Web Development,CSS,"2,186",English,"Learn to hand code a responsive HTML5 site with beautiful CSS, scalable images and a functional web form.",11/2019,01/27/20
Godot Game Engine - The Complete Course,www.udemy.com/course/learngodot/,Suspendee Studios,"₩220,000","₩13,200",Rating: 3.0 out of 53.0 - (297),"[(/user/suspendee-studios/, Suspendee Studios)]",Development,Game Development,Godot,"25,753",English,Learn to make games in the Godot Game Engine and become a game developer.,9/2017,01/27/20
Robot Framework Quick Start for Beginners in Test Automation,www.udemy.com/course/robot-framework/,Admas Kinfu,"₩44,000","₩13,200",Rating: 3.3 out of 53.3 - (79),"[(/user/admaskinfu2/, Admas Kinfu)]",Development,Software Engineering,Robot Framework,889,English,Robot Framework for Selenium Testing (front-end) as well as Backend testing with Python and Java,1/2018,01/27/20
Python Flask for Beginners,www.udemy.com/course/python-flask-for-beginners/,Julian Sequeira,"₩38,500","₩13,200",Rating: 4.7 out of 54.7 - (84),"[(/user/juliansequeira/, Julian Sequeira)]",Development,Programming Languages,Flask,289,English,Learn how to create your own web applications with Python Flask.,10/2017,01/27/20
DotNetNuke Development Made Easy For ASP.NET Developers!,www.udemy.com/course/dotnetnuke-development-made-easy/,Amr Swalha,"₩220,000","₩13,200",Rating: 3.1 out of 53.1 - (55),"[(/user/amrswalha/, Amr Swalha)]",Development,Web Development,DotNetNuke,375,English,"Build Powerful DNN Sites With Modules, Web API and Scheduled Tasks. DNN 9 Updated!",3/2017,01/27/20
Advance MATLAB Data Types and Data Structures,www.udemy.com/course/advance-matlab-data-types-and-data-structures/,Nouman Azam,"₩27,500","₩13,200",Rating: 4.5 out of 54.5 - (24),"[(/user/nouman-azam/, Nouman Azam)]",Development,Programming Languages,Data Structures,632,English,"Learn cells, tables, time tables and strucutres that are essential data types of MALTAB programming with examples",9/2019,01/27/20
Machine Learning with Jupyter Notebooks in Amazon AWS,www.udemy.com/course/machine-learning-with-jupyter-notebooks-in-amazon-aws/,"Qasim Shah, Syed Raza","₩143,000","₩13,200",Rating: 3.1 out of 53.1 - (12),"[(/user/qasim-shah-6/, Qasim Shah), (/user/syedraza2/, Syed Raza)]",Development,Data Science,Artificial Intelligence,"1,111",English,"A comprehensive look into Machine Learning using Dynamic Programming, Python and SageMaker service offered by Amazon AWS",11/2019,01/27/20
Shopify Product Launches: A 4-Stage Framework For Success,www.udemy.com/course/shopify-growth-hacking-a-proven-digital-marketing-framework/,Jason Miles,"₩104,500","₩13,200",Rating: 4.4 out of 54.4 - (95),"[(/user/jasonmiles3/, Jason Miles)]",Development,E-Commerce,Shopify,840,English,"Learn How To Find, Test, Launch, and Scale Up A Product With Shopify Using Our Proven 4-Stage Growth Hacking Framework",7/2018,01/27/20
The complete web developer Bootcamp - Full Stack 2019,www.udemy.com/course/the-complete-web-developer-bootcamp-full-stack-2019/,Mouad Tou,"₩209,000","₩13,200",Rating: 3.2 out of 53.2 - (71),"[(/user/mouad-tou/, Mouad Tou)]",Development,Web Development,Generic Programming,"19,426",English,"Learn Full Stack Web Development using HTML, CSS, Javascript, PHP, AJAX, Laravel 4.0 & more!",3/2019,01/27/20
Advanced SQL Server Transaction Log Analysis,www.udemy.com/course/advanced-sql-server-transaction-log-analysis/,Mike West,"₩22,000","₩13,200",Rating: 4.1 out of 54.1 - (73),"[(/user/mikewest2/, Mike West)]",Development,Other,SQL Server,493,English,Deciphering the Contents of the SQL Server Transaction log,1/2017,01/27/20
"Machine Learning, incl. Deep Learning, with R",www.udemy.com/course/hands-on-machine-learning-with-r/,Bert Gollnick,"₩220,000","₩13,200",Rating: 4.0 out of 54.0 - (63),"[(/user/bert-gollnick/, Bert Gollnick)]",Development,Data Science,Machine Learning,"5,591",English,"Statistical Machine Learning Techniques, and Deep Learning with Keras, and much more. (All R code included)",11/2019,01/27/20
Machine Learning in the Elastic Search,www.udemy.com/course/machine-learning-in-the-elastic-search/,Evergreen Technologies,"₩27,500","₩13,200",Rating: 3.3 out of 53.3 - (3),"[(/user/evergreen-technologies-2/, Evergreen Technologies)]",Development,Data Science,Machine Learning,54,English,Learn how to leverage Machine Learning features in the Elastic Search for anomaly detection,12/2019,01/27/20
"Mastering Rust – Build Robust, Concurrent, Fast Applications",www.udemy.com/course/mastering-rust-build-robust-concurrent-fast-applications/,Packt Publishing,"₩137,500","₩13,200",Rating: 3.4 out of 53.4 - (2),"[(/user/packtpublishing/, Packt Publishing)]",Development,Programming Languages,Rust Programming Language,26,English,"Discover Rust's powerful but hidden features and build robust, concurrent, and fast applications",12/2019,01/27/20
SQL Crash Course for beginners - Learn SQL with MySQL,www.udemy.com/course/sql-crash-course-for-beginners-learn-sql-with-mysql/,Islam Elgaeidy,"₩115,500","₩13,200",Rating: 4.7 out of 54.7 - (132),"[(/user/islam-ahmed-elgaedy/, Islam Elgaeidy)]",Development,Databases,MySQL,"5,040","English
 ",Master the SQL statements that every software developer or data analyst needs for designing and developing databases,8/2019,01/27/20
Procedural Materials with Photoshop & Substance Designer,www.udemy.com/course/procedural-materials-with-photoshop-substance-designer/,Olga Polukhina,"₩38,500","₩13,200",Rating: 3.0 out of 53.0 - (1),"[(/user/olga-polukhina/, Olga Polukhina)]",Development,Game Development,Substance Designer,127,English,Creating seamless textures in Photoshop and turning them into procedural/animated Substance Designer Materials.,3/2018,01/27/20
Adobe Experience Manager (AEM) Forms Developer Hands-on Labs,www.udemy.com/course/aem-forms-developer-hands-on-labs/,Jasvinder Singh,"₩38,500","₩13,200",Rating: 3.5 out of 53.5 - (1),"[(/user/jasvinder-singh-bhatia/, Jasvinder Singh Bhatia)]",Development,Web Development,Adobe Experience Manager,23,English,"Create AEM Form templates, Adaptive Forms, XDP Templates, Panels, Scripting, Rule Editor, Themes, DoRs with exercises",1/2020,01/27/20
Guide to Big Data Analytics: Origination to Opportunities,www.udemy.com/course/big-data-analytics/,RankOne Consulting,"₩110,000","₩13,200",Rating: 3.4 out of 53.4 - (46),"[(/user/rankone-consulting/, RankOne Consulting)]",Development,Data Science,Big Data,564,English,"Foundation in basic big data analytic methods, technology and tools",12/2017,01/27/20
Learn Ruby on Rails from Scratch,www.udemy.com/course/learn-ruby-on-rails-from-scratch/,"Eduonix Learning Solutions, Eduonix-Tech .","₩22,000","₩13,200","Rating: 3.8 out of 53.8 - (3,288)","[(/user/eduonix/, Eduonix Learning Solutions), (/user/eduonix-tech/, Eduonix-Tech .)]",Development,Programming Languages,Ruby on Rails,"124,833",English,A complete guide to master Ruby and Rails framework,12/2018,01/27/20
SAP UI5 - The advanced features in SAPUI5,www.udemy.com/course/sap-ui5-the-advanced-features-in-sapui5/,Swaylen CAD I CAM I CAE  Expert,"₩22,000","₩13,200",Rating: 3.3 out of 53.3 - (10),"[(/user/swaylen/, Swaylen CAD I CAM I CAE  Expert)]",Development,Web Development,SAPUI5,62,English,Moderate level of expertise in developing web Application in SAPUI5,7/2019,01/27/20
HTML5 Mobile Game Development with Phaser,www.udemy.com/course/phaser-tutorial/,"Pablo Farias Navarro, Jeremy Dowell, Zenva Academy","₩220,000","₩13,200",Rating: 4.4 out of 54.4 - (83),"[(/user/pablofariasnavarro/, Pablo Farias Navarro), (/user/jeremydowell/, Jeremy Dowell), (/user/zenva/, Zenva Academy)]",Development,Game Development,Phaser,718,English,"What if you could make games for iOS, Android and the web using the technologies you already know and love?",7/2014,01/27/20
Hybrid Mobile App Development with Ionic,www.udemy.com/course/hybrid-mobile-app-development-with-ionic/,Infinite Skills,"₩55,000","₩13,200",Rating: 3.9 out of 53.9 - (52),"[(/user/infiniteskills/, Infinite Skills)]",Development,Mobile Apps,Ionic,289,English,"Leveraging AngularJS, CSS, HTML5, and Apache Cordova in the Ionic Framework",1/2017,01/27/20
Soft skills for IT Architects and IT Practitioners,www.udemy.com/course/soft-skills-for-it-architects-and-it-practitioners/,Cristian Bojinca,0,"₩88,000",Rating: 5.0 out of 55.0 - (1),"[(/user/cris-b-2/, Cristian Bojinca)]",Development,Other,Soft Skills,8,English,"Leadership, communication, presentation, facilitation, consulting, analysis and problem solving, emotional intelligence",10/2019,01/27/20
Create a Simple ChatBot using Python,www.udemy.com/course/mychatbot/,Saheb Singh Chaddha,"₩77,000","₩13,200",Rating: 3.9 out of 53.9 - (25),"[(/user/saheb-singh-chaddha-2/, Saheb Singh Chaddha)]",Development,Web Development,Chatbot,92,English,Build one in an hour,11/2018,01/27/20
C# Introduction,www.udemy.com/course/cwc-introduction/,Intellezy Trainers,"₩66,000","₩13,200",Rating: 4.8 out of 54.8 - (253),"[(/user/intellezy/, Intellezy Trainers)]",Development,Programming Languages,C#,"1,277",English,Learn the fundamentals of programming in this Microsoft language,6/2017,01/27/20
Java for Complete Beginners: Become Junior Java Developer,www.udemy.com/course/java-for-complete-beginers-programming-fundamentals/,Luke's Programming School,"₩110,000","₩13,200",Rating: 3.9 out of 53.9 - (740),"[(/user/lukas-vyhnalek/, Luke's Programming School)]",Development,Programming Languages,Java,"43,922",English,"Java programming for complete beginners. Create Java applications, learn Java programming. Start programming in 2019",7/2019,01/27/20
AngularJS for the Real World - Learn by creating a WebApp,www.udemy.com/course/angularjs-for-the-real-world-learn-to-create-a-webapp/,Alessandro Russo,"₩126,500","₩13,200",Rating: 4.2 out of 54.2 - (181),"[(/user/alessandrorusso2/, Alessandro Russo)]",Development,Web Development,AngularJS,"1,641",English,The Angular 1.x course that will teach you how to build real time applications with AngularJS and Firebase.,2/2018,01/27/20
Webservice / API testing-SoapUI Free Version | By Groovy,www.udemy.com/course/soapui-free/,Testing World,"₩22,000","₩13,200",Rating: 4.6 out of 54.6 - (38),"[(/user/testing-world-2/, Testing World)]",Development,Software Testing,SoapUI,"1,181",English,Detailed Groovy scripting | Code Management | Rest API Testing | Coding Coverage,10/2018,01/27/20
Mockito and JUnit in Java for beginners,www.udemy.com/course/mockito-and-junit-with-java-for-beginners/,Tony Perrin,"₩22,000","₩13,200",Rating: 4.3 out of 54.3 - (9),"[(/user/tony-perrin/, Tony Perrin)]",Development,Other,Mockito,55,English,Learn JUnit and Mockito by working along with me through the examples,6/2019,01/27/20
Learning Perl by Example,www.udemy.com/course/learning-perl-by-example/,Larry Prucha,"₩33,000","₩13,200",Rating: 3.6 out of 53.6 - (110),"[(/user/larryprucha/, Larry Prucha)]",Development,Programming Languages,Perl,"1,427",English,By using examples to illustrate features and functions you will quickly learn Perl,2/2015,01/27/20
