Course,URL,instructor,Price (full),Price (discount),Rank,Instructor URL,Category 1,Category 2,Category 3,Enrollment,Language,Description,Last Update,Date Scraped
OCP 1z0-061 Oracle Database 12c SQL Fundamentals  exams,www.udemy.com/course/ocp-1z0-061-oracle-database-12c-sql-fundamentals-exams/,Coby Miller,$39.99,$11.99,Rating: 3.5 out of 53.5 - (4),"[(/user/coby-miller/, Coby Miller)]",IT & Software,IT Certification,Oracle 1Z0-071,34,English,Pass the ORACLE 1z0-061 certification on the first attempt. 309 questions,4/2019,01/27/20
CCNA to CCNP Transition: Working with Passwords and Telnet,www.udemy.com/course/ccna-to-ccnp-transition-working-with-passwords-and-telnet/,Bassam Alkaff,$19.99,$11.99,Rating: 4.2 out of 54.2 - (10),"[(/user/bassam-alkaff/, Bassam Alkaff)]",IT & Software,IT Certification,Cisco CCNP,641,English,Learn about tricky and confusing subjects in the CCNA Curriculum such as how to work with passwords and Telnet,7/2019,01/27/20
Cisco CCDA 200-310 Practice Tests,www.udemy.com/course/cisco-ccda-200-310-practice-tests/,Ashar Fraz,$19.99,$11.99,Rating: 2.7 out of 52.7 - (2),"[(/user/ashar-fraz/, Ashar Fraz)]",IT & Software,Network & Security,Cisco CCDA,13,English,Nourish your network designing skills,5/2019,01/27/20
SASS Front to Back,www.udemy.com/course/sass-front-to-back/,Christopher Hawkes,$39.99,$11.99,Rating: 4.4 out of 54.4 - (7),"[(/user/christopher-hawkes-3/, Christopher Hawkes)]",IT & Software,IT Certification,Sass,"1,219",English,Everything you need in one video,7/2019,01/27/20
AZ-100: Microsoft Azure Infrastructure and Deployment exams,www.udemy.com/course/az-100-microsoft-azure-infrastructure-and-deployment-exams/,Mark Dodd,$34.99,$11.99,Rating: 0.0 out of 50.0 - (0),"[(/user/mark-dodd-5/, Mark Dodd)]",IT & Software,IT Certification,Microsoft Certification,9,English,Pass the AZ-100 certification on the first attempt. 194 questions,7/2019,01/27/20
CCA-410 Certified Administrator Apache Hadoop CDH4 Exam,www.udemy.com/course/cca-410-certified-administrator-apache-hadoop-cdh4-exam/,Tech Certify,$144.99,$11.99,Rating: 2.0 out of 52.0 - (1),"[(/user/techcertify/, Tech Certify)]",IT & Software,IT Certification,Hadoop,"1,457",English,Attend this CCA-410 Certified Administrator Apache Hadoop CDH4 Exam will get a Good Score 80% on Main Exam,1/2020,01/27/20
SAP HANA MCQ Practice Questions,www.udemy.com/course/sap-hana-mcq-practice-questions/,"Manu Mitra, Frahaan Hussain",$19.99,$11.99,Rating: 0.0 out of 50.0 - (0),"[(/user/manu-mitra/, Manu Mitra), (/user/frahaanhussain2/, Frahaan Hussain)]",IT & Software,IT Certification,SAP HANA,515,English,Examination Preparation and Interview questions on SAP HANA,7/2019,01/27/20
250-371 Administration Symantec Net Backup 7.5 Windows Exam,www.udemy.com/course/250-371-administration-symantec-net-backup-75-windows-exam/,Tech Certify,$174.99,$11.99,Rating: 0.0 out of 50.0 - (0),"[(/user/techcertify/, Tech Certify)]",IT & Software,IT Certification,Symantec Certified Specialist (SCS),886,English,Attend this 250-371 Administration Symantec Net Backup 7.5 Windows Exam will get a Good Score 80% on Main Exam,1/2020,01/27/20
98-365 Windows Server Administration Practice exam Prep 2020,www.udemy.com/course/98-365-windows-server-administration-practice-exam-prep-2020/,Hamza ABBA |Data Science Python | Microsoft BI,"¥4,200","¥1,380",Rating: 0.0 out of 50.0 - (0),"[(/user/hamza-abba-2/, Hamza ABBA |Data Science Python | Microsoft BI)]",IT & Software,IT Certification,Microsoft 98-365,1,English,Preparation for Windows Server Administration Fundamentals,12/2019,01/27/20
Certified Professional in Supply Management - Mock Test,www.udemy.com/course/certified-professional-in-supply-management/,BINKIS DEV,"¥2,400","¥1,380",Rating: 0.0 out of 50.0 - (0),"[(/user/binkis-dev/, BINKIS DEV)]",IT & Software,IT Certification,Supply Chain,1,English,ISM-CPSM Certification Exam | Latest & Unique Questionnaires,12/2019,01/27/20
ECCouncil 312-49 Computer Hacking Forensic Investigator Exam,www.udemy.com/course/eccouncil-312-49-computer-hacking-forensic-investigator-exam-b/,Practice Exams,"¥19,200","¥1,380",Rating: 0.0 out of 50.0 - (0),"[(, Practice Exams)]",IT & Software,IT Certification,Computer Hacking Forensic Investigator (CHFI),1,English,ECCouncil 312-49 Computer Hacking Forensic Investigator Practice Exam || Get Certification,1/2020,01/27/20
Microsoft Azure AZ-301 Practice Test,www.udemy.com/course/microsoft-azure-az-301-practice-test/,Tech Pro,"¥4,200","¥1,380",Rating: 0.0 out of 50.0 - (0),"[(/user/mustafa-ali-181/, Tech Pro)]",IT & Software,IT Certification,Microsoft AZ-301,11,English,250+ Latest Questions for Practice with Explanation and Reference of every question.,1/2020,01/27/20
Certified Associate in Project Management (PMI-100),www.udemy.com/course/certified-associate-in-project-management-pmi-100/,Best Online IT,"¥23,400","¥1,380",Rating: 0.0 out of 50.0 - (0),"[(/user/b5x/, Best Online IT)]",IT & Software,IT Certification,CAPM,70,English,PMI-100 with updated questions based on the latest exam references.,1/2020,01/27/20
PMP Practice Tests 2020 PMBOK 6th Edition Dumps,www.udemy.com/course/pmp-practice-tests-2020-pmbok-6th-edition-dumps/,SKILLCERTPRO : Get Certified,"¥2,400","¥1,380",Rating: 0.0 out of 50.0 - (0),"[(/user/gopi-chand-busam/, SKILLCERTPRO : Get Certified)]",IT & Software,IT Certification,PMP,1,English,PMP Practice Questions from PMBOK 6th Edition. Real Exam Questions. Prepare and Pass your certification in first attempt,12/2019,01/27/20
HTML5 : Pure HTML code for Beginner to Expert,www.udemy.com/course/html5-pure-html-code-for-begineer-to-expert/,Shishir Poudel,"¥24,000","¥1,380",Rating: 4.0 out of 54.0 - (16),"[(/user/shishir-1492/, Shishir Poudel)]",IT & Software,IT Certification,HTML5,"1,701",English,Applicable for modern web development in 2019,11/2019,01/27/20
CT0-101 CompTIA Convergence+ Certification Practice Test,www.udemy.com/course/ct0-101-comptia-convergence-certification-practice-test/,MY TECH LEARN,"¥24,000","¥1,380",Rating: 0.0 out of 50.0 - (0),"[(/user/sri-satya-gowri-2/, MY TECH LEARN)]",IT & Software,IT Certification,CompTIA Retired Certification,11,English,Test your Skills while Attend CT0-101 CompTIA Convergence+ Certification Practice Test,11/2019,01/27/20
SFDC Certified Advanced Admin Assessment Sets,www.udemy.com/course/sfdc-certified-advanced-admin-assessment-sets/,x x,"¥2,400","¥1,440",Rating: 3.3 out of 53.3 - (3),"[(/user/brock-131/, x x)]",IT & Software,IT Certification,Salesforce Certified Advanced Administrator,15,English,"For Day 1, make sure to complete this assessment to better understand your strengths and development needs.",12/2019,01/27/20
Lets C++ with Me by Using Microsoft Visual Studio,www.udemy.com/course/lets-c-with-me/,Arsalan Zabeeb,"¥3,600","¥1,380",Rating: 2.1 out of 52.1 - (5),"[(/user/arsalan-zabeeb/, Arsalan Zabeeb)]",IT & Software,Operating Systems,C++,16,English,A Beginner Guide to learn C++,12/2016,01/27/20
Scrum Master™ Intermediate Practice - Pass on your 1st TRY!,www.udemy.com/course/scrum-master-practice-questions-psm1tm-series-2/,Hiro Takashimya,"₩22,000","₩13,200",Rating: 4.0 out of 54.0 - (13),"[(/user/tam-doan-4/, Hiro Takashimya)]",IT & Software,IT Certification,Scrum,61,English,Scrum Master practice questions to prepare for the ONLINE Scrum Master Certificate™.,1/2020,01/27/20
CompTIA A+ 220-901 -  Practice Tests,www.udemy.com/course/comptia_exam_guru/,Exam Guru,"₩55,000","₩13,200",Rating: 3.2 out of 53.2 - (4),"[(/user/exam-guru/, Exam Guru)]",IT & Software,IT Certification,CompTIA A+,6,English,5 full practice exams that are designed and structured to imitate the real CompTIA exam to help you pass with ease,4/2018,01/27/20
Essentials of Developing Windows Store Apps Using C# ,www.udemy.com/course/essentials-of-developing-windows-store-apps-using-c/,Compaq learning,"₩110,000","₩13,200",Rating: 4.6 out of 54.6 - (12),"[(/user/techteach/, Compaq learning)]",IT & Software,Operating Systems,C#,424,English,A complete guide to develop Windows Store Apps using C#,10/2015,01/27/20
Windows 10 Crash Course,www.udemy.com/course/windows-10-crash-course/,Earners Classroom,"₩49,500","₩13,200",Rating: 3.6 out of 53.6 - (7),"[(/user/earnersclassroom/, Earners Classroom)]",IT & Software,Operating Systems,Windows 10,136,English,Best Tips to help you Cruise on the All New Windows 10,10/2015,01/27/20
How to Install Windows 7,www.udemy.com/course/how-to-install-windows-7/,Dean Barnes,"₩22,000","₩13,200",Rating: 5.0 out of 55.0 - (1),"[(/user/dbarnes/, Dean Barnes)]",IT & Software,Operating Systems,Microsoft Windows,9,English,This class will provide students with a step by step example of installing the Windows 7 operating system,8/2015,01/27/20
CISA Certified Information Systems Auditor Practice Exam,www.udemy.com/course/cisa-certified-information-systems-auditor-practice-exam-z/,Up Strive Hub,"₩170,500","₩13,200",Rating: 0.0 out of 50.0 - (0),"[(/user/up-strive-hub/, Up Strive Hub)]",IT & Software,IT Certification,CISA,637,English,Attend this CISA Certified Information Systems Auditor Practice Exam will get a Good Score 80% on Main Exam,1/2020,01/27/20
CCSA Exam: Check Point Certified Security Administrator R77,www.udemy.com/course/ccsa-check-point-certified-security-administrator-exam/,Arun Kumar,"₩110,000","₩13,200",Rating: 3.9 out of 53.9 - (7),"[(/user/arun-kumar-265/, Arun Kumar)]",IT & Software,IT Certification,Check Point Certified Security Administrator (CCSA),74,English,Practice & prepare for CCSM R77 #156-215.R77 CheckPoint Certified Security Administrator exam with 200+ questions,2/2018,01/27/20
"CompTIA A+ Certification 220-901,902 Practice Questions 2020",www.udemy.com/course/comptia-a-certification-220-901-902-practice-questions-2018/,SKILLCERTPRO : Get Certified,"₩22,000","₩13,200",Rating: 3.9 out of 53.9 - (8),"[(/user/gopi-chand-busam/, SKILLCERTPRO : Get Certified)]",IT & Software,IT Certification,CompTIA A+,77,English,CompTIA A+ Certification 220-901 and 220-902 (320 Questions Set) Exam Preparation 2020,12/2019,01/27/20
Beginners Guide to Blockchain & Bitcoin,www.udemy.com/course/the-ultimate-beginners-guide-to-blockchain-bitcoin/,e-Learning PRO,"₩110,000","₩13,200",Rating: 4.0 out of 54.0 - (3),"[(/user/ahmad-obaidi/, e-Learning PRO)]",IT & Software,Network & Security,Blockchain,437,English,"Smart Contracts, Oracles, Distributed Ledger, SHA-256 Hashing, Permissioned and Permission-less Blockchain Ledger",6/2018,01/27/20
Microsoft Dynamics Expand and Test Your Skills Practice Test,www.udemy.com/course/microsoft-dynamics-test/,"Ucertified 57,000+ Students 102 Courses","₩220,000","₩13,200",Rating: 0.0 out of 50.0 - (0),"[(/user/lab-it-management/, Ucertified 57,000+ Students 102 Courses)]",IT & Software,IT Certification,Microsoft Dynamics,"1,082",English,Pass Microsoft Dynamics MB2-715 Exam from your first attempt and Expand Your Professional Knowledge.,6/2018,01/27/20
Network Teaming (Bonding) in CentOS 7 / Red Hat 7,www.udemy.com/course/network-teaming-bonding-in-centos-7-red-hat-7/,Javed Akbar,"₩22,000","₩13,200",Rating: 3.6 out of 53.6 - (7),"[(/user/javedakbar/, Javed Akbar)]",IT & Software,Network & Security,CentOS,"4,875",English,Network Interface Grouping,8/2018,01/27/20
1Z0-932 Oracle Cloud Infrastructure 2018 Architect Associate,www.udemy.com/course/1z0-932-oracle-cloud-infrastructure-2018-architect-associate/,Learnersreference Portal,"₩22,000","₩13,200",Rating: 1.8 out of 51.8 - (2),"[(/user/c5c88ebe-d06f-4fed-b753-12b779d1406b/, Learnersreference Portal)]",IT & Software,IT Certification,Oracle 1Z0-932,12,English,1Z0-932 Oracle Cloud Infrastructure 2018 Architect Associate Exam Practice Tests,11/2018,01/27/20
1Y0-201 Managing Citrix XenDesktop 7.6 Solutions Exam,www.udemy.com/course/1y0-201-managing-citrix-xendesktop-76-solutions-exam-c/,INFO IT HUB,$154.99,$11.99,Rating: 2.0 out of 52.0 - (1),"[(/user/infoithub/, INFO IT HUB)]",IT & Software,IT Certification,Citrix,914,English,Attend this 1Y0-201 Managing Citrix XenDesktop 7.6 Solutions Exam will get a Good Score 80% on Main Exam,1/2020,01/27/20
USB Library Interface With PicMicroController (MikroC),www.udemy.com/course/usb-library-interface-with-picmicrocontroller-mikroc/,Bilal Zeyada,$19.99,$11.99,Rating: 0.0 out of 50.0 - (0),"[(/user/omer-kh/, Bilal Zeyada)]",IT & Software,Hardware,PIC Microcontroller,2,English,USB Library Interface With PicMicroController (MikroC),6/2019,01/27/20
CompTIA JK0-022 E2C Security+ Compliance & Operational Exam,www.udemy.com/course/comptia-jk0-022-e2c-security-compliance-operational-exam-m/,INFO IT HUB,$164.99,$11.99,Rating: 0.0 out of 50.0 - (0),"[(/user/infoithub/, INFO IT HUB)]",IT & Software,IT Certification,CompTIA Security+,"1,507",English,Attend this CompTIA JK0-022 E2C Security+ Compliance & Operational Exam will get a Good Score 80% on Main Exam,1/2020,01/27/20
PMI CA0-001 Certification Practice Exam-300 Question,www.udemy.com/course/pmi-ca0-001-certification-practice-exam/,Certification Zone Plus,$19.99,$11.99,Rating: 0.0 out of 50.0 - (0),"[(/user/raghav-maheswari-4/, Certification Zone Plus)]",IT & Software,IT Certification,CAPM,1,English,Want to pass PMI CA0-001 Certified Associate in Project Management exam in the first attempt?Practice with 300 Question,8/2019,01/27/20
CompTIA A+ Certification 220-902 Practice Course,www.udemy.com/course/comptia-a-certification-220-902-practice-course/,Certificate Plus,$19.99,$11.99,Rating: 0.0 out of 50.0 - (0),"[(/user/certificate-plus-2/, Certificate Plus)]",IT & Software,IT Certification,CompTIA A+,1,English,This CompTIA A+ Certification 220-902 Practice Test has 360 Latest CompTIA Question for your perfect exam Preparation,8/2019,01/27/20
ISACA CGEIT BRAIN DUMP-300 HIGH QUALITY CGEIT QUESTION,www.udemy.com/course/isaca-cgeit-brain-dump/,Certificate Plus,$19.99,$11.99,Rating: 0.0 out of 50.0 - (0),"[(/user/certificate-plus-2/, Certificate Plus)]",IT & Software,IT Certification,Certified in the Governance of Enterprise IT (CGEIT),1,English,This CGEIT Practice Test has 300 High quality questions which will help you to crack your exam in the first attempt,7/2019,01/27/20
Global Professional in Human Resources (GPHR ) Practice Test,www.udemy.com/course/global-professional-in-human-resources-gphr-practice-test/,Certificate Field,$19.99,$11.99,Rating: 0.0 out of 50.0 - (0),"[(/user/jit-paramanick/, Certificate Field)]",IT & Software,IT Certification,Human Resources,3,English,This GPHR Practice Test has 330 High quality GPHR questions which will help to prepare for your GPHR exam.,8/2019,01/27/20
Learn USB Library and Interfacing With Pic Microcontroller,www.udemy.com/course/learn-usb-library-and-interfacing-with-pic-microcontroller/,bilal ziada,$19.99,$11.99,Rating: 0.0 out of 50.0 - (0),"[(/user/bilal-ziada/, bilal ziada)]",IT & Software,Hardware,PIC Microcontroller,4,English,Using USB Library in any Electronics Projects,5/2019,01/27/20
IBM C2010-571 Tivoli Process Automation Engine V7.5 Exam,www.udemy.com/course/ibm-c2010-571-tivoli-process-automation-engine-v75-exam/,INFO IT HUB,$179.99,$11.99,Rating: 0.0 out of 50.0 - (0),"[(/user/infoithub/, INFO IT HUB)]",IT & Software,IT Certification,Automation,632,English,Attend this IBM C2010-571 Tivoli Process Automation Engine V7.5 Exam will get a Good Score 80% on Main Exam,1/2020,01/27/20
70-779:Analyzing & Visualizing Data with Excel:Real Exam MCQ,www.udemy.com/course/70-779analyzing-visualizing-data-with-excelreal-exam-mcq/,EXAM SUCCESS,$199.99,$11.99,Rating: 0.0 out of 50.0 - (0),"[(/user/santu-ghosh-5/, EXAM SUCCESS)]",IT & Software,IT Certification,Microsoft 70-779,2,English,Reinforce your skills before taking the official Exam 70-779: Analyzing and Visualizing Data with Microsoft Excel,1/2020,01/27/20
Ms Azure Architect Design - Mock Test,www.udemy.com/course/ms-azure-architect-design/,BINKIS DEV,$19.99,$11.99,Rating: 0.0 out of 50.0 - (0),"[(/user/binkis-dev/, BINKIS DEV)]",IT & Software,IT Certification,Microsoft AZ-301,1,English,Microsoft AZ-301 Certification Exam | Unique & Latest Questionnaires,1/2020,01/27/20
CompTIA CA1-001 Advanced Security Practitioner Practice Exam,www.udemy.com/course/comptia-ca1-001-advanced-security-practitioner-practice-exam/,INFO IT HUB,$174.99,$11.99,Rating: 0.0 out of 50.0 - (0),"[(/user/infoithub/, INFO IT HUB)]",IT & Software,IT Certification,CompTIA Security+,243,English,Attend this CompTIA CA1-001 Advanced Security Practitioner Practice Exam will get a Good Score 80% on Main Exam,12/2019,01/27/20
CompTIA Security+ SY0-501 Practice Test 2020 (SET 1),www.udemy.com/course/comptia-security-sy0-501-practice-test-set-1/,Md Selim Reza,$19.99,$11.99,Rating: 0.0 out of 50.0 - (0),"[(/user/md-selim-reza-8/, Md Selim Reza)]",IT & Software,IT Certification,CompTIA Security+,1,English,Security+ is compliant with ISO 17024 standards and approved by the US DoD to meet directive 8140/8570.01-M requirements,1/2020,01/27/20
Oracle Cloud Platform Systems Management 2018 Associate,www.udemy.com/course/oracle-cloud-platform-systems-management-2018-associate-s/,IT GUY,$19.99,$11.99,Rating: 0.0 out of 50.0 - (0),"[(/user/karan-singhal-8/, IT GUY)]",IT & Software,IT Certification,Oracle Certification,1,English,Pass Oracle 1Z0-930 Exam on the first attempt. 2 Practice test.,1/2020,01/27/20
Learning Network Penetration Testing with Kali Linux,www.udemy.com/course/learning-network-penetration-testing-with-kali-linux/,Packt Publishing,$124.99,$11.99,Rating: 3.8 out of 53.8 - (6),"[(/user/packtpublishing/, Packt Publishing)]",IT & Software,Network & Security,Penetration Testing,40,English,Be one step ahead of hackers by discovering and patching your network vulnerabilities,6/2017,01/27/20
AWS Developer Associate Practice Papers,www.udemy.com/course/aws-developer-associate-practice-papers/,Rahul Kumar,"¥2,400","¥1,440",Rating: 3.7 out of 53.7 - (8),"[(/user/c9e1946d-8b53-46a1-9d77-df9e3b5c17de/, Rahul Kumar)]",IT & Software,IT Certification,AWS Certification,59,English,Congratulations !! You are on the right track to get certified.,1/2018,01/27/20
Penetration Testing with Kali Linux: 2-in-1,www.udemy.com/course/penetration-testing-with-kali-linux-2-in-1/,Packt Publishing,"¥24,000","¥1,440",Rating: 1.5 out of 51.5 - (1),"[(/user/packtpublishing/, Packt Publishing)]",IT & Software,Network & Security,Kali Linux,13,English,Harness penetration testing skills with Kali Linux 2017 from scratch,4/2018,01/27/20
1z0-063 Exam: Oracle Database 12c Advanced Administration,www.udemy.com/course/1z0-063-oracle-database-12c-advanced-administration-exam/,Arun Kumar,"¥12,000","¥1,440",Rating: 1.0 out of 51.0 - (1),"[(/user/arunkumarsharma3/, Arun Kumar)]",Office Productivity,Oracle,Oracle Certification,27,English,Prepare and practice for Oracle Database 12c Advance Administration [OCP] exam with over 120 exam practice questions,3/2018,01/27/20
Huawei Certificate Network Associate - Video Conference exam,www.udemy.com/course/huawei-certificate-network-associate-video-conference-exam/,Briana Scurry,"¥4,200","¥1,440",Rating: 4.5 out of 54.5 - (1),"[(/user/briana-scurry-2/, Briana Scurry)]",IT & Software,IT Certification,Huawei Certification,16,English,Pass the HCIA-VC certification on the first attempt. 288 questions,2/2019,01/27/20
Wireshark tutorial in 60 minutes - video course,www.udemy.com/course/wireshark-60-min/,Grzegorz Aksamit,"¥2,400","¥1,440",Rating: 4.1 out of 54.1 - (57),"[(/user/___/, Grzegorz Aksamit)]",IT & Software,Network & Security,Wireshark,935,English,Wireshark tutorial - learn one of the most important tool every programmer and network admin should know.,1/2015,01/27/20
2V0-621 Practice Test: VCP 6 Data Center Virtualization Beta,www.udemy.com/course/2v0-621-vcp-6-data-center-virtualization-beta-exam/,Arun Kumar,"¥12,000","¥1,440",Rating: 4.1 out of 54.1 - (4),"[(/user/arun-kumar-265/, Arun Kumar)]",IT & Software,IT Certification,VMware Certified Professional - Data Center Virtualization (VCP-DCV),31,English,Practice and prepare for VMware Certified Professional 6 – Data Center Virtualization Exam certification exam,4/2018,01/27/20
VMware vSphere 5.5 Ultimate Bootcamp (PART 2 of 2),www.udemy.com/course/vmware-vsphere-55-ultimate-bootcamp-part-2-of-2/,Integrity Training,"¥24,000","¥1,440",Rating: 3.8 out of 53.8 - (2),"[(/user/integtrity-training/, Integrity Training)]",IT & Software,IT Certification,VMware Vsphere,30,English,VMware vSphere 5.5 Ultimate Bootcamp (PART 2 of 2),10/2018,01/27/20
Mastering Kali Linux Network Scanning,www.udemy.com/course/mastering-kali-linux-network-scanning/,Packt Publishing,"¥15,000","¥1,440",Rating: 0.0 out of 50.0 - (0),"[(/user/packtpublishing/, Packt Publishing)]",IT & Software,Network & Security,Kali Linux,14,English,Network Scanning done just right!,10/2018,01/27/20
VMware VCP DCV 6.5 – Exam Simulator,www.udemy.com/course/vmware-vcp-dcv-65-exam-simulator/,Eder Silvera,"¥2,400","¥1,440",Rating: 3.5 out of 53.5 - (1),"[(/user/eder-silvera/, Eder Silvera)]",IT & Software,IT Certification,VMware Certified Professional - Data Center Virtualization (VCP-DCV),8, English,VMware VCP DCV 6.5 – Exam Simulator Exam 2V0-622 and 2V0-622D,4/2019,01/27/20
Learn Projector Maintenance at home or work - Epson Smart,www.udemy.com/course/learn-projector-maintenance-at-home-or-work-epson-smart/,Abdelmoniem Mohamed,"¥3,600","¥1,440",Rating: 2.9 out of 52.9 - (2),"[(/user/abdelmoniem-mowafak/, Abdelmoniem Mohamed)]",IT & Software,Hardware,Computer Repair,3,English,Make Maintenance for your own projector or start this business in providing Projectors Support in your area,2/2019,01/27/20
Oscillators and Digital Circuits Practice Questions,www.udemy.com/course/oscillators-and-digital-circuits-practice-questions/,"Manu Mitra, Frahaan Hussain",$19.99,$11.99,Rating: 0.0 out of 50.0 - (0),"[(/user/manu-mitra/, Manu Mitra), (/user/frahaanhussain2/, Frahaan Hussain)]",IT & Software,Hardware,Digital Circuit,518,English,Examination Preparation and Interview questions on Oscillators and Digital Circuits,6/2019,01/27/20
Introduction to Programming Using Python: Practise Tests A-Z,www.udemy.com/course/complete-python-quiz-a-z-test-your-python-knowledge/,Get Certify,$19.99,$11.99,Rating: 4.0 out of 54.0 - (40),"[(/user/aitezaz-akhtar/, Get Certify)]",IT & Software,IT Certification,Python,"6,194",English,"Preparation for Python interviews, exams and tests with multiple choice questions with Explanation",10/2019,01/27/20
Microsoft SharePoint Server 2016 (70-339) : Practice Exams,www.udemy.com/course/microsoft-sharepoint-server-2016-70-339-practice-exams/,Chandrika patel,$24.99,$11.99,Rating: 1.0 out of 51.0 - (1),"[(/user/chandrika-patel-8/, Chandrika patel)]",IT & Software,IT Certification,Microsoft Certification,0,English,Pass your 70-339 Certification Exam in first attempt with this latest practice tests (New Updated questions ),1/2020,01/27/20
IBM C2010-652 Smart Cloud Control V7.5 Fundamentals Exam,www.udemy.com/course/ibm-c2010-652-smart-cloud-control-v75-fundamentals-exam/,Practice Exams,$144.99,$11.99,Rating: 0.0 out of 50.0 - (0),"[(, Practice Exams)]",IT & Software,IT Certification,Automation,1,English,IBM C2010-652 Smart Cloud Control V7.5 Fundamentals Practice Exam || Get Certification,1/2020,01/27/20
Using PowerShell for Cybersecurity,www.udemy.com/course/using-powershell-for-cybersecurity/,InfoSec Academy,$19.99,$11.99,Rating: 0.0 out of 50.0 - (0),"[(/user/infosecacademyio/, InfoSec Academy)]",IT & Software,Network & Security,PowerShell,1,English,Using PowerShell for Cybersecurity,12/2019,01/27/20
The Complete Linux Bootcamp 2020,www.udemy.com/course/linux-bootcamp-2020/,Juan Sebastian Garcia,0,$19.99,Rating: 0.0 out of 50.0 - (0),"[(/user/juan-sebastian-garcia-8/, Juan Sebastian Garcia)]",IT & Software,Operating Systems,Linux Administration,1,English,Become an expert in Linux! Learn Linux Administration for Red Hat - Suse - Fedora,1/2020,01/27/20
Oracle 1Z0-209 Comm. Billing & Revenue Server Admin Exam,www.udemy.com/course/oracle-1z0-209-comm-billing-revenue-server-admin-exam-m/,Practice Exams,$169.99,$11.99,Rating: 0.0 out of 50.0 - (0),"[(, Practice Exams)]",IT & Software,IT Certification,Oracle Certification,1,English,Oracle 1Z0-209 Comm. Billing & Revenue Server Admin Practice Exam || Get Certification,1/2020,01/27/20
Cisco 300-101 - ROUTE - Implementing Cisco IP Routing,www.udemy.com/course/cisco-300-101-route-implementing-cisco-ip-routing/,Stone River eLearning,R$579.99,R$23.99,Rating: 3.5 out of 53.5 - (3),"[(/user/marktrego/, Stone River eLearning)]",IT & Software,IT Certification,CCNP Routing and Switching,86,English,300-101 - Implementing Cisco IP Routing - ROUTE,12/2016,01/27/20
An introduction to bug bounty,www.udemy.com/course/an-introduction-to-bug-bounty/,Manish Bhattacharya,R$39.99,R$23.99,Rating: 3.7 out of 53.7 - (5),"[(/user/manishbhattacharya/, Manish Bhattacharya)]",IT & Software,Network & Security,Bug Bounty,33,English,Get started with bug bounty and web application security,4/2017,01/27/20
"70-740: Installation, Storage, and Compute with WS 2016 : PT",www.udemy.com/course/70-740-installation-storage-and-compute-with-ws-2016-pt-g/,Certify You,R$234.99,R$23.99,Rating: 3.6 out of 53.6 - (11),"[(/user/9390ee05-47c7-4422-a790-cbc8eeb878f1/, Certify You)]",IT & Software,IT Certification,Microsoft 70-740,108,English,"Test your knowledge on ""Installation, Storage, and Compute with WS 2016"" exam. Pass the Microsoft 70-740 certification.",1/2020,01/27/20
Complete VMware Package  - Practice Tests,www.udemy.com/course/complete-vmware-package-practice-tests/,Aravind Selvam,R$39.99,R$23.99,Rating: 5.0 out of 55.0 - (1),"[(/user/aravind-selvam/, Aravind Selvam)]",IT & Software,IT Certification,VMware Virtualization,37,English,"Cloud Management,Data Center Virtualization Fundamentals,Desktop & Mobility,Hybrid Cloud,Network Virtualization Exams",11/2017,01/27/20
CompTIA Mobility+ Certification Exam - Practice Test,www.udemy.com/course/comptia-mobility-certification-exam-practice-test/,Vicky Rajagopal,R$39.99,R$23.99,Rating: 0.0 out of 50.0 - (0),"[(/user/prabhu-vignesh/, Vicky Rajagopal)]",IT & Software,IT Certification,CompTIA Retired Certification,22,English,CompTIA Mobility+ Certification Exam (EXAM CODE MB0-001) - Practice Test,8/2017,01/27/20
AWS: Amazon Web Service Associate Practice Test Part 2,www.udemy.com/course/aws-test-2/,"Ucertified 57,000+ Students 102 Courses",R$579.99,R$23.99,Rating: 5.0 out of 55.0 - (1),"[(/user/lab-it-management/, Ucertified 57,000+ Students 102 Courses)]",IT & Software,IT Certification,AWS Certification,535,English,Amazon AWS Certified Solutions Architect Associate Certification Test Prep by Practicing on Exams.,10/2017,01/27/20
OWASP: Forgery and Phishing,www.udemy.com/course/owasp-forgery-and-phishing/,Stone River eLearning,R$579.99,R$23.99,Rating: 3.3 out of 53.3 - (19),"[(/user/marktrego/, Stone River eLearning)]",IT & Software,Operating Systems,OWASP,48,English,OWASP: Forgery and Phishing,11/2018,01/27/20
The Five-Minute-Talk on IT Security,www.udemy.com/course/the-five-minute-talk-on-information-security/,Bartosz Pochwat,R$39.99,R$23.99,Rating: 4.5 out of 54.5 - (1),"[(/user/bartosz-pochwat/, Bartosz Pochwat)]",IT & Software,Network & Security,Cyber Security,5,English,"It Security easily explained. Real life exaples of Defens in Depth, Authorization Authentication and many more",9/2019,01/27/20
ACI Operation Certificate Exam Practice Test-300 Question,www.udemy.com/course/aci-operation-certificate-exam-practice-test-300-question/,Certificate Plus,R$39.99,R$23.99,Rating: 0.0 out of 50.0 - (0),"[(/user/certificate-plus-2/, Certificate Plus)]",IT & Software,IT Certification,Cisco ACI,2,English,This ACI Operation Certificate Practice Test has 300 High Quality questions which will help you to prepare your exam.,8/2019,01/27/20
