Course,URL,instructor,Price (full),Price (discount),Rank,Instructor URL,Category 1,Category 2,Category 3,Enrollment,Language,Description,Last Update,Date Scraped
הקורס המלא ליצירת והפקת סרטוני ווידיאו מקצועיים ומדהימים,www.udemy.com/course/creatingvideos/,"Video School Online Hebrew Courses, Liam Rubin",0,$29.99,Rating: 5.0 out of 55.0 - (1),"[(/user/phil-ebiner-2/, Video School Online Hebrew Courses), (/user/liam-rubin-2/, Liam Rubin)]",Photography,Video Design,Audio Production,5,English,"לעשות סרטונים טובים יותר עם הקורס האולטימטיבי על הפקת סרטוני וידאו, תכנון, אומנות הקולנוע, עריכה והפצה.",12/2017,01/27/20
Mobile Photography: beautiful educational story,www.udemy.com/course/mobile-photography/,Amlab .me,0,$99.99,Rating: 4.3 out of 54.3 - (19),"[(/user/alex-smirnov-4/, Amlab .me)]",Photography,Digital Photography,Mobile Photography,129,English,Professional Course From The Professional Photographer,6/2016,01/27/20
Intro To Basic Video Creation,www.udemy.com/course/intro-to-basic-video-creation/,Phillip Dillow,$19.99,$11.99,Rating: 3.7 out of 53.7 - (50),"[(/user/phillip-dillow/, Phillip Dillow)]",Photography,Video Design,Video Creation,"13,569",English,Learn About Some Of The Tools For Basic Video Creation,10/2019,01/27/20
Tell It.,www.udemy.com/course/video-basics/,Erika Gilsdorf & Scott Stohler,$44.99,$11.99,Rating: 0.0 out of 50.0 - (0),"[(/user/erikagilsdorf/, Erika Gilsdorf & Scott Stohler)]",Photography,Video Design,Interviewing Skills,1,English,Start with a good story that grabs and keeps attention.,9/2015,01/27/20
Master In Your Camera - A Complete Guide To Photography,www.udemy.com/course/learnbasicphotography/,Manjot Singh,$19.99,$11.99,Rating: 5.0 out of 55.0 - (1),"[(/user/manjot-singh-52/, Manjot Singh)]",Photography,Photography Fundamentals,Photography,2,English,"How Camera Work , Master in Aperture, Shutter, ISO etc. Starter Lessons Of Basic & move on to more advanced classes",12/2019,01/27/20
Lightroom for Beginners,www.udemy.com/course/lightroom-for-beginners-a/,Sean Voelger,$99.99,$11.99,Rating: 0.0 out of 50.0 - (0),"[(/user/sean-voelger/, Sean Voelger)]",Photography,Digital Photography,Adobe Lightroom,1,English,Editing Photos Start to Finish,1/2020,01/27/20
The Wedding Film School,www.udemy.com/course/the-wedding-film-school/,Adrian Stone,$29.99,$11.99,Rating: 0.0 out of 50.0 - (0),"[(/user/adrian-stone-2/, Adrian Stone)]",Photography,Video Design,Wedding Photography,0,English,How to film a wedding using a cameraphone,1/2019,01/27/20
Mastering Photographic Exposure - Learn the Fundamentals,www.udemy.com/course/mastering-photographic-exposure/,Kasia Zmokla,0,$69.99,Rating: 4.6 out of 54.6 - (90),"[(/user/kasia-zmokla/, Kasia Zmokla)]",Photography,Photography Tools,Photography,"14,731",English,Learn the secrets of creative exposure and turn your photos from average to exceptional with Photoshop,7/2019,01/27/20
Black and White Photography/Beginner to pro with any camera,www.udemy.com/course/black-and-white-photographycamera-fundamentals-on-a-shoot/,Dylan Dugan,$19.99,$11.99,Rating: 3.7 out of 53.7 - (3),"[(/user/dylan-dugan/, Dylan Dugan)]",Photography,Digital Photography,Black and White Photography,16,English,Shoot and edit amazing Black and White photos with any camera from start to finish!,4/2018,01/27/20
Image compositing on 3D rendered background,www.udemy.com/course/image-compositing-on-3d-rendered-background/,Ciprian Pascu,$19.99,$11.99,Rating: 2.0 out of 52.0 - (1),"[(/user/ciprian-pascu-2/, Ciprian Pascu)]",Photography,Digital Photography,Digital Compositing,4,English,Learn how to composite a fashion style photograph onto a computer generated abstract background.,4/2017,01/27/20
Learn How to Use Adobe Lightroom Classic CC in 4-Steps,www.udemy.com/course/learn-how-to-use-adobe-lightroom-classic-cc-in-4-steps/,Christine Smith,$49.99,$11.99,Rating: 0.0 out of 50.0 - (0),"[(/user/christineleesmith/, Christine Smith)]",Photography,Photography Tools,Adobe Lightroom,2,English,"Get started using Adobe Lightroom Classic CC today by learning how to import, cull, edit, and export your images",10/2018,01/27/20
"Learn Video Editing, Chroma, Color Grade With Filmora",www.udemy.com/course/learn-video-editing-chroma-color-grade-with-filmora/,Shaharyar Abdul Khaliq,$19.99,$11.99,Rating: 4.2 out of 54.2 - (11),"[(/user/shaharyar-qureshi-3/, Shaharyar Abdul Khaliq)]",Photography,Video Design,Video Creation,"3,809",English,A step-by-step Filmora tutorial course to learn editing like a pro,1/2020,01/27/20
Confidently Capture Amazing Photos in Just 30 Days!,www.udemy.com/course/nowwhatphotography/,Kirk M.,$59.99,$11.99,Rating: 0.0 out of 50.0 - (0),"[(/user/k-miller-4/, Kirk M.)]",Photography,Digital Photography, DSLR,14,English,Now What?! Photography,8/2019,01/27/20
Get started with VSDC - free video editor,www.udemy.com/course/get-started-with-vsdc-free-video-editor/,Taurius Litvinavicius,$19.99,$11.99,Rating: 1.0 out of 51.0 - (1),"[(/user/taurius-litvinavicius/, Taurius Litvinavicius)]",Photography,Video Design,Video Editing,"2,457",English,Learn video editing using VSDC,1/2020,01/27/20
Making The Shot -  Retouching with Franz Steiner,www.udemy.com/course/making-the-shot-retouching-with-franz-steiner/,Franz Steiner,$29.99,$11.99,Rating: 2.9 out of 52.9 - (4),"[(/user/franz-steiner/, Franz Steiner)]",Photography,Digital Photography,Photoshop Retouching,19,English,A complete postproduction making of + Bonus tutorial on custom brushes in photoshop,2/2018,01/27/20
Green Screens for Imovie,www.udemy.com/course/green-screens-for-imovie/,Daniel Conrad,$19.99,$11.99,Rating: 0.0 out of 50.0 - (0),"[(/user/daniel-2608/, Daniel Conrad)]",Photography,Video Design,iMovie,1,English,Talking Head Green Screening for Imovie,7/2019,01/27/20
Video And Audio Editing Course For YouTubers and Instructors,www.udemy.com/course/video-and-audio-editing-course-for-youtubers-and-instructors/,Ammar Pervez,$114.99,$11.99,Rating: 3.3 out of 53.3 - (8),"[(/user/mapmodifier/, Ammar Pervez)]",Photography,Video Design,YouTube Marketing,"1,518",English,An entire step by step audio editing and video editing course using Camtasia studio and Audacity.,2/2016,01/27/20
Photoshop Design Techniques,www.udemy.com/course/photoshop-essentials1/,Joana Coutinho,$19.99,$11.99,Rating: 0.0 out of 50.0 - (0),"[(/user/joanaduartecoutinho/, Joana Coutinho)]",Photography,Digital Photography,Photoshop,3,English,Tutorials to create and process images in digital format.,5/2015,01/27/20
Creating Digital Slideshows...,www.udemy.com/course/creating-digital-slideshows/,John Tierno,$19.99,$11.99,Rating: 4.0 out of 54.0 - (1),"[(/user/john-tierno-2/, John Tierno)]",Photography,Digital Photography,Digital Art,2,English,to capture your life events.,12/2017,01/27/20
Learn Photoshop CC from scratch.,www.udemy.com/course/learn-photoshop-cc-from-scratch/,Selwyn Lloyd,$19.99,$11.99,Rating: 3.7 out of 53.7 - (6),"[(/user/selwyn-lloyd/, Selwyn Lloyd)]",Photography,Photography Tools,Photoshop,196,English,An amazing and easy way to learn Photoshop basics to give your image that extra boost.,1/2016,01/27/20
Digital Blending Dispensary In Battleship North Carolina.,www.udemy.com/course/digital-blending-dispensary-in-battleship-north-carolina/,Denis Lemay,$19.99,$11.99,Rating: 0.0 out of 50.0 - (0),"[(/user/denis-lemay/, Denis Lemay)]",Photography,Digital Photography,HDR Photography,0,English,How to blend images using Luminosity Masks.,12/2017,01/27/20
Record Your Computer Screen As Expert For Windows Users,www.udemy.com/course/record-your-computer-screen-as-expert-for-windows-users/,Mohd Isam,$34.99,$11.99,Rating: 0.0 out of 50.0 - (0),"[(/user/mohammadez/, Mohd Isam)]",Photography,Video Design,Video Creation,5,English,"The complete user guide for pc & laptop screen casting, tutorials, online teaching, video production and more.",1/2016,01/27/20
iPhone Video Production Essentials,www.udemy.com/course/iphone-video-production-start-shooting-videos-like-a-pro/,"Tosh Lubek, Ken McGaffin",$19.99,$11.99,Rating: 2.7 out of 52.7 - (3),"[(/user/toshlubek/, Tosh Lubek), (/user/ken-j-mcgaffin/, Ken McGaffin)]",Photography,Video Design,iPhone Filmmaking,452,English,"Create great video content with this beginners quick-start 'essentials' course, including sound, lighting & apps",7/2017,01/27/20
Photography Foundation,www.udemy.com/course/photography-foundation/,Stephanie Cronin,"₩44,000","₩13,200",Rating: 0.0 out of 50.0 - (0),"[(/user/stephanie-cronin-2/, Stephanie Cronin)]",Photography,Photography Fundamentals,Photography,0,English,Understanding the basic set up of your camera and what automatic can do for you.,11/2019,01/27/20
Photography (PhotoSA),www.udemy.com/course/photo-sa/,Hugo Isensee,"₩33,000","₩13,200",Rating: 4.7 out of 54.7 - (2),"[(/user/hugoisensee/, Hugo Isensee)]",Photography,Photography Tools,Photography,"1,047",English,PhotoSA monthly meetings at the Dominion Country Club (2nd Thursdays of the month),10/2017,01/27/20
MAKE IT! Part 2: Working with Production Companies,www.udemy.com/course/working-with-a-video-production-company/,Erika Gilsdorf & Scott Stohler,"₩49,500","₩13,200",Rating: 0.0 out of 50.0 - (0),"[(/user/erikagilsdorf/, Erika Gilsdorf & Scott Stohler)]",Photography,Video Design,Video Production,0,English,"Find the right company, know crew roles & rates, contracts, releases, rights & ownership, save money and avoid mistakes.",9/2015,01/27/20
How to Digitize Video Tapes using a Windows PC,www.udemy.com/course/how-to-digitize-video-tapes/,Chris Reaper,"₩66,000","₩13,200",Rating: 5.0 out of 55.0 - (1),"[(/user/chrisreaper/, Chris Reaper)]",Photography,Video Design,Computer Skills,151,English,Learn How to Convert your box of video tapes to digital!,8/2017,01/27/20
Video Editing: Master 4K Video In 30 min,www.udemy.com/course/video-editing-master-4k-video-in-30-min/,Allan Michael,"₩22,000","₩13,200",Rating: 4.5 out of 54.5 - (24),"[(/user/allan-michael/, Allan Michael)]",Photography,Video Design,Video Editing,765,English,Quickly learn the simple techniques that the pros use to get the most out of 4K footage,1/2017,01/27/20
8 Essential Adobe Lightroom Techniques,www.udemy.com/course/8-essential-adobe-lightroom-techniques/,Paul Charlton,"₩22,000","₩13,200",Rating: 4.5 out of 54.5 - (6),"[(/user/paul-charlton-2/, Paul Charlton)]",Photography,Photography Tools,Adobe Lightroom,23,English,8 Powerful techniques to help boost your Adobe Lightroom Skills.,1/2017,01/27/20
Edit Like a Pro! - 2 - Beckett Bridge Sunset,www.udemy.com/course/edit-like-a-pro-beckett-bridge-sunset/,Joe Houghton,"₩22,000","₩13,200",Rating: 0.0 out of 50.0 - (0),"[(/user/joehoughton2/, Joe Houghton)]",Photography,Other,Adobe Lightroom,4,English,Turn your sunset photos into pro quality images!,12/2016,01/27/20
Removing Pesky Halos - Creating Black & Whites In Photoshop,www.udemy.com/course/removing-pesky-halos-creating-black-whites-in-photoshop/,Denis Lemay,"₩22,000","₩13,200",Rating: 0.0 out of 50.0 - (0),"[(/user/denis-lemay/, Denis Lemay)]",Photography,Digital Photography,Photoshop,1,English,Photoshop,12/2017,01/27/20
Completing the Shot: iPhone Photography for Beginners,www.udemy.com/course/beginneriphonephotography/,Steven Mather,"₩88,000","₩13,200",Rating: 0.0 out of 50.0 - (0),"[(/user/steven-mather/, Steven Mather)]",Photography,Digital Photography,Mobile Photography,5,English,Why Your iPhone is the Best Point-and-Shoot Camera & How to Use It,9/2018,01/27/20
Learn Photography and Filming Tricks from scratch,www.udemy.com/course/learn-photography-and-filming-tricks-from-scratch/,Noor Santosian,"₩159,500","₩13,200",Rating: 0.0 out of 50.0 - (0),"[(/user/noor-santosian/, Noor Santosian)]",Photography,Digital Photography,Photography,0,English,Tricks and Hacks for photography,12/2019,01/27/20
Learn Picasa from Scratch,www.udemy.com/course/learnpicasa/,Ed Vinson,"₩22,000","₩13,200",Rating: 3.5 out of 53.5 - (1),"[(/user/edvinson2/, Ed Vinson)]",Photography,Photography Tools,Image Editing,8,English,"Learn to use and edit with Picasa, the webs extremely popular photo editing software!",2/2016,01/27/20
How to create brand video with your logo?,www.udemy.com/course/brand-video-with-logo/,Vadim Yakupov,"₩27,500","₩13,200",Rating: 0.0 out of 50.0 - (0),"[(/user/vadyakupov/, Vadim Yakupov)]",Photography,Video Design,Video Creation,9,English,Learn how to create a promotional video of your logo without the knowledge and from the ground,4/2014,01/27/20
360 Live Streaming on Periscope,www.udemy.com/course/periscope360/,Alex Pettitt,0,"₩38,500",Rating: 4.7 out of 54.7 - (5),"[(/user/alex-pettitt/, Alex Pettitt)]",Photography,Video Design,Live Streaming,17,English,Learn How To Live Stream in 360 on Periscope and Twitter,1/2017,01/27/20
Learn Creative Watch Photography,www.udemy.com/course/learn-creative-watch-photography/,Joshua Geiger,0,"₩137,500",Rating: 5.0 out of 55.0 - (4),"[(/user/joshuageiger/, Joshua Geiger)]",Photography,Commercial Photography,Product Photography,11,English,A guide to creating amazing product images with minimal equipment (one light).,9/2015,01/27/20
Fundamentals of Filmmaking and Videography,www.udemy.com/course/fundamentals-of-filmmaking-and-videography/,Evan Youngblood-Williams,"₩110,000","₩13,200",Rating: 4.2 out of 54.2 - (14),"[(/user/evan-williams-15/, Evan Youngblood-Williams)]",Photography,Video Design,Video Production,"1,618",English,Filmmaking for Busy People!,12/2019,01/27/20
Beginner Photoshop course with spectacular results,www.udemy.com/course/beginner-photoshop-course-with-spectaculair-results/,EJ Wallet,€19.99,€11.39,Rating: 0.0 out of 50.0 - (0),"[(/user/edith-jose-wallet/, EJ Wallet)]",Photography,Photography Tools,Photoshop,8,English,"Stun your family and friends with levitation photos, fun text and sky replacements",10/2019,01/27/20
Create Beautiful Photo and Video Slideshows with Animoto,www.udemy.com/course/create-beautiful-photo-and-video-slideshows-with-animoto/,Srinidhi Ranganathan,€24.99,€11.39,Rating: 2.9 out of 52.9 - (31),"[(/user/srinidhi-ranganathan/, Srinidhi Ranganathan)]",Photography,Video Design,Video Creation,"7,606",English,Take your first step in Artificial Intelligence based video creation using Animoto in 2020.,1/2020,01/27/20
How to take amazing photographs with your mobile device,www.udemy.com/course/how-to-take-amazing-photographs-with-your-mobile-device/,Atanas Kitanov,€19.99,€11.39,Rating: 0.0 out of 50.0 - (0),"[(/user/atanaskitanov/, Atanas Kitanov)]",Photography,Digital Photography,iPhone Photography,18,English,Everything you need to know when taking pictures with a mobile device.,3/2015,01/27/20
Make Your Portrait Photography Amazing With Easy Photoshop,www.udemy.com/course/make-your-portrait-photography-amazing-with-easy-photoshop-tutorials/,M2 Visuals,€19.99,€11.39,Rating: 4.2 out of 54.2 - (5),"[(/user/m2visuals/, M2 Visuals)]",Photography,Portraits,Portrait Photography,639,English,Make your portrait photography stand out with this very easy and effective course that you can also follow,3/2017,01/27/20
P201 Photography and PhotoShop Integration,www.udemy.com/course/photoshop2017/,Zachary Stone,0,€19.99,Rating: 5.0 out of 55.0 - (6),"[(/user/zachary-wayne-stone/, Zachary Stone)]",Photography,Digital Photography,Photoshop,16,English,"A course that is tailored to the Photographer, with lectures that specifically relate to Photography tools in PhotoShop.",1/2017,01/27/20
Making Photos Pop for Instagram,www.udemy.com/course/making-photos-pop-for-instagram/,Jon Mac,€34.99,€11.39,Rating: 2.5 out of 52.5 - (1),"[(/user/551dc55c5aa31/, Jon Mac)]",Photography,Photography Tools,Instagram Photography,10,English,Photos that pop get more likes,3/2017,01/27/20
Freelensing Tutorial,www.udemy.com/course/freelensing-tutorial/,Eddie Makes,€19.99,€11.39,Rating: 4.5 out of 54.5 - (2),"[(/user/eddieirvin/, Eddie Makes)]",Photography,Photography Tools,Photography,38,English,A Different Way To Take Photos (Bend Your Depth Of Field),8/2017,01/27/20
Making A Music Video,www.udemy.com/course/making-a-music-video/,David Miller,€34.99,€11.39,Rating: 0.0 out of 50.0 - (0),"[(/user/ba8048ba-6dc2-450a-b2f4-50277366b1e2/, David Miller)]",Photography,Video Design,Video Creation,1,English,A Guide For Beginning Music Videographers,8/2019,01/27/20
Photography: Lightroom Digital Workflow,www.udemy.com/course/photography-digital-workflow/,Kevin Landwer-Johan,0,€59.99,Rating: 4.2 out of 54.2 - (10),"[(/user/kevinlandwerjohan/, Kevin Landwer-Johan)]",Photography,Digital Photography,Adobe Lightroom,206,English,Struggle to choose your best photos? Stress about deleting your worst? This course will teach you confidence to do both.,3/2017,01/27/20
Selling your portraits via In-Person-Preview Appointments,www.udemy.com/course/selling-your-portraits-via-in-person-preview-appointments/,Gretchen Adams,0,€49.99,Rating: 4.7 out of 54.7 - (32),"[(/user/gretchenadams/, Gretchen Adams)]",Photography,Portraits,Photography Business,460,English,"Step by step, how to lead your clients through a collection of portraits and close the sale in about an hour. IPS videos",11/2015,01/27/20
Create Stunning Marketing & Promotional Videos using InVideo,www.udemy.com/course/create-videos-using-invideo/,VideoLab by Jad Khalili,€99.99,€11.99,Rating: 4.0 out of 54.0 - (3),"[(/user/jad-khalili/, VideoLab by Jad Khalili)]",Photography,Video Design, Video Creation,7,English,Learn simple & effective techniques to create beautiful marketing videos easily using InVideo- No experience required!,6/2019,01/27/20
How to Automatically Backup Your Photos Online for Beginners,www.udemy.com/course/how-to-automatically-backup-your-photos-online/,Andrew Morgan,€19.99,€11.99,Rating: 5.0 out of 55.0 - (2),"[(/user/andrewmorgan4/, Andrew Morgan)]",Photography,Photography Tools,Backup Recovery,656,English,Backup an unlimited number of photos and videos using this course. Protect your precious memories with cloud backup.,12/2014,01/27/20
Learn Adobe Premiere Pro And Audition Fast - Beginners Guide,www.udemy.com/course/learn-adobe-premiere-pro-and-audition-fast-simple-workflow/,Mark Timberlake,€64.99,€11.99,Rating: 3.7 out of 53.7 - (2),"[(/user/marktimberlake/, Mark Timberlake)]",Photography,Video Design,Adobe Premiere,547,English,Learn an easy workflow for using Premiere Pro and Audition: get up and running fast - save time with no bells & whistles,9/2016,01/27/20
Commercial Beer Photography & Retouching Tutorial | PRO EDU,www.udemy.com/course/commercial-beer-photography-retouching-tutorial-pro-edu/,PRO EDU,€19.99,€11.99,Rating: 4.3 out of 54.3 - (20),"[(/user/rgg-edu/, PRO EDU)]",Photography,Commercial Photography,Photography,"3,106",English,Everything You Need To Know To Create Amazing Beer Images,7/2019,01/27/20
10 Steps to Dramatic Nature Photography,www.udemy.com/course/10-steps-to-dramatic-nature-photography/,Jim Zuckerman,0,€29.99,Rating: 4.2 out of 54.2 - (31),"[(/user/jimzuckerman/, Jim Zuckerman)]",Photography,Other,Nature Photography,193,English,Take your nature photography to a new level by learning what goes into making striking images.,7/2012,01/27/20
Photo Jolts! Learn and Teach with Photographs,www.udemy.com/course/photojolts/,Glenn Hughes,€19.99,€11.99,Rating: 4.2 out of 54.2 - (3),"[(/user/glennhughes2/, Glenn Hughes)]",Photography,Photography Fundamentals,Photography,138,English,"Glenn Hughes demonstrates how to increase clarity, creativity, and conversation with photo-based activities.",1/2014,01/27/20
Thinking in Photoshop Elements 12,www.udemy.com/course/thinking-in-photoshop-elements-12/,Sly Hofman,€19.99,€11.99,Rating: 4.8 out of 54.8 - (5),"[(/user/sylvesterhofman/, Sly Hofman)]",Photography,Photography Fundamentals,Photoshop,123,English,Your guide to confidence with your pictures. Start thinking and retouching like a pro!,2/2014,01/27/20
Professional Photography Class,www.udemy.com/course/professional-photography-class/,Maiky Jolling,€19.99,€11.99,Rating: 4.3 out of 54.3 - (5),"[(/user/maiky-jolling/, Maiky Jolling)]",Photography,Photography Fundamentals,Photography,909,English,The Newest Online Professional Photography class: Learn how to capture amazing photos and work as a professional!,8/2019,01/27/20
Introduction to Adobe Premiere,www.udemy.com/course/introduction-to-adobe-premiere/,Mike Schreurs,0,"₩33,000",Rating: 4.0 out of 54.0 - (1),"[(/user/mike-schreurs-2/, Mike Schreurs)]",Photography,Video Design,Adobe Premiere,5,English,Learn how to be a video editor!,10/2016,01/27/20
Video Editing For Beginners: Learn How To Edit,www.udemy.com/course/video-editing-101-learn-the-basics-of-video-editing/,Christian Figueroa,0,Free,Rating: 3.8 out of 53.8 - (23),"[(/user/christianfigueroa3/, Christian Figueroa)]",Photography,Video Design,Video Editing,"2,776",English,Learn the world of Video Editing and Start Editing Today!,11/2018,01/27/20
Learn Expert Video Editing using KineMaster App,www.udemy.com/course/learn-expert-video-editing-using-kinemaster-app/,Shaharyar Abdul Khaliq,0,Free,Rating: 4.3 out of 54.3 - (9),"[(/user/shaharyar-qureshi-3/, Shaharyar Abdul Khaliq)]",Photography,Video Design,Video Editing,"1,760",English,Become a Pro in Video Editing,5/2019,01/27/20
"Photoshop for Beginners, Start Freelancing Fast and Easy",www.udemy.com/course/photoshop-for-freelancers/,Igor Risteski,0,Free,Rating: 4.2 out of 54.2 - (35),"[(/user/igor231/, Igor Risteski)]",Photography,Digital Photography,Photoshop Retouching,"9,588",English,"The Most Important Photoshop Tools and Techniques, to Be Ready to Start a Successful Freelance Career With Photoshop",10/2019,01/27/20
Using a Photographic Light Meter,www.udemy.com/course/using-a-photographic-light-meter/,Don Giannatti,0,Free,Rating: 4.6 out of 54.6 - (823),"[(/user/dongiannatti/, Don Giannatti)]",Photography,Photography Tools,Digital Photography,"33,052",English,How to use your hand-held light meter in digital photography. Specifically created for beginners.,1/2013,01/27/20
Cinematography 101: Absolute beginners course.,www.udemy.com/course/cinematography-101/,"Mitchell Bouchard, Red Cape Learning",0,Free,Rating: 4.3 out of 54.3 - (243),"[(/user/mitchell-bouchard-2/, Mitchell Bouchard), (/user/mitchell-bouchard/, Red Cape Learning)]",Photography,Video Design,Cinematography,"6,269",English,Learn the Basics of Cinematography,12/2019,01/27/20
Enhancing Photos for Complete Beginners,www.udemy.com/course/enhancing-photos-for-complete-beginners/,Simon Foster,0,Free,Rating: 4.6 out of 54.6 - (484),"[(/user/simonfoster4/, Simon Foster)]",Photography,Digital Photography,Image Editing,"16,320",English,Learn the absolute basics about enhancing your photos,12/2016,01/27/20
Secrets of Magazine Model Photography,www.udemy.com/course/secrets-of-magazine-model-photography/,Learn Photography HQ,0,Free,Rating: 4.1 out of 54.1 - (287),"[(/user/learnphotographyhq/, Learn Photography HQ)]",Photography,Portraits,Photography,"12,941",English,The Definitive Course on how to Photograph Models to get Published in Magazines. Over 2 hrs of Behind the Scenes Video!,10/2013,01/27/20
Create a Gorgeous Photography Site with SmugMug in 90 mins,www.udemy.com/course/create-a-gorgeous-photography-site-with-smugmug-in-90-mins/,Ryan Oakley,0,Free,Rating: 4.4 out of 54.4 - (330),"[(/user/ryanoakley/, Ryan Oakley)]",Photography,Commercial Photography,Photography,"33,312",English,Easy to Follow Screencasts with Step-By-Step Instructions for creating your own custom photography website.,8/2013,01/27/20
Introduction to Green Screens and Virtual Sets,www.udemy.com/course/virtual-sets/,Paul Richards,0,Free,Rating: 4.1 out of 54.1 - (45),"[(/user/6443d745-3d7f-473d-bf74-6e7ff0379fda/, Paul Richards)]",Photography,Video Design,Filmmaking,"2,602",English,Learn to use professional streaming techniques to improve your look on camera.,4/2017,01/27/20
The beginners guide to photography: a camera crash course,www.udemy.com/course/the-beginners-guide-to-photography/,Daniel Evertsson,0,Free,Rating: 4.1 out of 54.1 - (185),"[(/user/daniel-evertsson/, Daniel Evertsson)]",Photography,Photography Fundamentals,Photography,"4,568",English,a crash course in how to use your camera,7/2019,01/27/20
How to VLOG & Grow a YouTube Following,www.udemy.com/course/how-to-vlog-on-youtube/,Jeven Dovey,0,Free,Rating: 4.3 out of 54.3 - (380),"[(/user/jeven-dovey/, Jeven Dovey)]",Photography,Video Design,YouTube Marketing,"11,440",English,Learn the tips that got me 100k+ followers,7/2018,01/27/20
GIMP Crash Course for Beginners!,www.udemy.com/course/gimp-crash-course/,Chris Parker,0,Free,Rating: 4.5 out of 54.5 - (413),"[(/user/chrisparker5/, Chris Parker)]",Photography,Photography Tools,GIMP,"12,680",English,Learn the basics of GIMP. Setup to look like Photoshop. Learn how to use files and layers.,7/2019,01/27/20
The Ultimate GIMP 2.8 Guide►Book included as sold on Amazon,www.udemy.com/course/gimp-two-point-eight/,Bernard 't Hooft,0,Free,Rating: 5.0 out of 55.0 - (2),"[(/user/5530269556cc8/, Bernard 't Hooft)]",Photography,Digital Photography,GIMP,"3,833",English,Learn GIMP and the Google Nik Collection in just 8 hours!,12/2019,01/27/20
Phantom & Mavic Filmschool Sample - intro to Litchi,www.udemy.com/course/phantom-filmschool-introduction-to-litchi/,Laurence Seberini,0,Free,"Rating: 4.1 out of 54.1 - (2,109)","[(/user/laurence-seberini/, Laurence Seberini)]",Photography,Other,Litchi,"18,459",English,Get a taste of what you can learn on the popular Phantom Filmschool courses on how to master your drone & get pro shots,2/2018,01/27/20
Natural Light Fashion / Beauty Photography,www.udemy.com/course/natural-light-fashion-beauty-photography/,Don Giannatti,0,Free,Rating: 4.2 out of 54.2 - (455),"[(/user/dongiannatti/, Don Giannatti)]",Photography,Commercial Photography,Fashion Photography,"23,906",English,Natural light is a popular way for fashion or beauty photography. We explore modern methods of natural light photography,5/2013,01/27/20
Create Your Own Transitions For Premiere Pro,www.udemy.com/course/premiereprotransitions/,Alan Kuna,0,Free,Rating: 4.1 out of 54.1 - (273),"[(/user/alanalan3/, Alan Kuna)]",Photography,Video Design,Adobe Premiere,"8,970",English,Do you want to learn how to create custom/tailor-made video transitions using different programs ? Here you are,9/2016,01/27/20
Final Cut Pro X Tutorial,www.udemy.com/course/izzy-final-cut-pro-x-tutorial-10-4-3/,Izzy Hyman,0,Free,Rating: 4.8 out of 54.8 - (389),"[(/user/izzy-hyman/, Izzy Hyman)]",Photography,Other,Final Cut Pro,"7,175",English,Learn how to edit video in Final Cut Pro X.,8/2018,01/27/20
Photo restoration with Photoshop,www.udemy.com/course/photo-restoration-with-photoshop/,Igor Risteski,0,Free,Rating: 4.0 out of 54.0 - (113),"[(/user/igor231/, Igor Risteski)]",Photography,Other,Photoshop,"7,827",English,How to repair your damaged old photos with Photoshop,3/2019,01/27/20
Vegas Pro 15 - Basic Video Editing Bootcamp,www.udemy.com/course/vegas-pro-15-basic-video-editing-bootcamp/,Dean McIntyre,0,Free,Rating: 3.7 out of 53.7 - (156),"[(/user/deanmcintyre/, Dean McIntyre)]",Photography,Video Design,Video Editing,"5,749",English,How to get started editing videos with Vegas Pro 15,7/2018,01/27/20
Adobe Photoshop Portrait Retouching - Skater Guy,www.udemy.com/course/skateractiontwo/,Manfred Werner,0,Free,Rating: 4.3 out of 54.3 - (6),"[(/user/manfredwerner/, Manfred Werner)]",Photography,Commercial Photography,Photoshop,"2,299",English,This Adobe Photoshop Portrait Retouching Course will teach a Beginner Photoshop user how to Master Portrait Retouching,10/2014,01/27/20
Make GIMP 2.10 work as Photoshop,www.udemy.com/course/make-gimp-work-as-photoshop/,Bernard 't Hooft,0,Free,Rating: 4.2 out of 54.2 - (164),"[(/user/5530269556cc8/, Bernard 't Hooft)]",Photography,Digital Photography,GIMP,"6,349",English,Learn how to make the FREE program GIMP work as Photoshop! Then become a Pro without any previous knowledge!,8/2019,01/27/20
Photography Fundamentals for Beginners,www.udemy.com/course/photography-for-beginners/,"Phil Ebiner, Video School Online Inc",0,Free,"Rating: 4.6 out of 54.6 - (3,958)","[(/user/philipebiner2/, Phil Ebiner), (/user/phil-ebiner/, Video School Online Inc)]",Photography,Digital Photography, ,"57,343",English,"Learn the exposure triangle (aperture, shutter speed, ISO) and basic composition rules in this easy photography course.",3/2019,01/27/20
Outstanding Composition: How to blow away your audience,www.udemy.com/course/composition/,Thomas Leuthard,0,Free,"Rating: 4.3 out of 54.3 - (1,117)","[(/user/thomasleuthard/, Thomas Leuthard)]",Photography,Photography Fundamentals,Photography Composition,"25,783",English,Learn how to impress your followers with perfectly composed photographs which stand out in the crowd on every platform.,2/2015,01/27/20
How to Capture Beautiful Photos with Iphone Professionally,www.udemy.com/course/how-to-capture-beautiful-photos-with-iphone-professionally/,Kelvin Ang,0,Free,Rating: 3.9 out of 53.9 - (156),"[(/user/kelvinang5/, Kelvin Ang)]",Photography,Digital Photography,iPhone Photography,"6,787",English,Take Your Mobile Photography Skill to Next Level and become a Professional Photography with this course!,12/2017,01/27/20
